row_id,settlement,region_kingdom,demographic_group,population
148,Bathmé,Halruaa,half-elves,0
148,Bathmé,Halruaa,misc.,0
149,Borah,Halruaa,humans,4609
149,Borah,Halruaa,dwarves,4
149,Borah,Halruaa,halflings,0
149,Borah,Halruaa,elves,0
149,Borah,Halruaa,half-elves,0
149,Borah,Halruaa,misc.,0
150,Edouura,Halruaa,humans,3994
150,Edouura,Halruaa,dwarves,0
150,Edouura,Halruaa,halflings,0
150,Edouura,Halruaa,elves,0
150,Edouura,Halruaa,half-elves,0
150,Edouura,Halruaa,misc.,0
151,Elchul,Halruaa,humans,2966
151,Elchul,Halruaa,dwarves,0
151,Elchul,Halruaa,halflings,755
151,Elchul,Halruaa,elves,0
151,Elchul,Halruaa,half-elves,0
151,Elchul,Halruaa,misc.,0
152,Eru,Halruaa,humans,8459
152,Eru,Halruaa,dwarves,0
152,Eru,Halruaa,halflings,0
152,Eru,Halruaa,elves,0
152,Eru,Halruaa,half-elves,0
152,Eru,Halruaa,misc.,25
153,Galdel,Halruaa,humans,3809
153,Galdel,Halruaa,dwarves,0
153,Galdel,Halruaa,halflings,0
153,Galdel,Halruaa,elves,0
153,Galdel,Halruaa,half-elves,0
153,Galdel,Halruaa,misc.,0
154,Githim,Halruaa,humans,388
154,Githim,Halruaa,dwarves,0
154,Githim,Halruaa,halflings,0
154,Githim,Halruaa,elves,0
154,Githim,Halruaa,half-elves,0
154,Githim,Halruaa,misc.,0
155,Halabar,Halruaa,humans,4003
155,Halabar,Halruaa,dwarves,0
155,Halabar,Halruaa,halflings,0
155,Halabar,Halruaa,elves,0
155,Halabar,Halruaa,half-elves,0
155,Halabar,Halruaa,misc.,0
156,Halagard,Halruaa,humans,7333
156,Halagard,Halruaa,dwarves,242
156,Halagard,Halruaa,halflings,0
156,Halagard,Halruaa,elves,0
156,Halagard,Halruaa,half-elves,0
156,Halagard,Halruaa,misc.,0
157,Halazé,Halruaa,humans,849
157,Halazé,Halruaa,dwarves,0
157,Halazé,Halruaa,halflings,0
157,Halazé,Halruaa,elves,0
157,Halazé,Halruaa,half-elves,0
157,Halazé,Halruaa,misc.,0
158,Hamphal,Halruaa,humans,5885
158,Hamphal,Halruaa,dwarves,0
158,Hamphal,Halruaa,halflings,3989
158,Hamphal,Halruaa,elves,0
158,Hamphal,Halruaa,half-elves,0
158,Hamphal,Halruaa,misc.,0
159,Khaerbaal,Halruaa,humans,6665
159,Khaerbaal,Halruaa,dwarves,83
159,Khaerbaal,Halruaa,halflings,0
159,Khaerbaal,Halruaa,elves,194
159,Khaerbaal,Halruaa,half-elves,0
159,Khaerbaal,Halruaa,misc.,0
160,Kithyym,Halruaa,humans,3873
160,Kithyym,Halruaa,dwarves,4
160,Kithyym,Halruaa,halflings,52
160,Kithyym,Halruaa,elves,100
160,Kithyym,Halruaa,half-elves,0
160,Kithyym,Halruaa,misc.,0
161,Lath,Halruaa,humans,996
161,Lath,Halruaa,dwarves,0
161,Lath,Halruaa,halflings,0
161,Lath,Halruaa,elves,0
161,Lath,Halruaa,half-elves,0
161,Lath,Halruaa,misc.,0
162,Letharr,Halruaa,humans,3534
162,Letharr,Halruaa,dwarves,0
162,Letharr,Halruaa,halflings,10
162,Letharr,Halruaa,elves,0
162,Letharr,Halruaa,half-elves,0
162,Letharr,Halruaa,misc.,0
163,Lhaddas,Halruaa,humans,4291
163,Lhaddas,Halruaa,dwarves,4190
163,Lhaddas,Halruaa,halflings,0
163,Lhaddas,Halruaa,elves,0
163,Lhaddas,Halruaa,half-elves,0
163,Lhaddas,Halruaa,misc.,0
164,Lhair,Halruaa,humans,383
164,Lhair,Halruaa,dwarves,0
164,Lhair,Halruaa,halflings,0
164,Lhair,Halruaa,elves,0
164,Lhair,Halruaa,half-elves,0
164,Lhair,Halruaa,misc.,0
165,Maerass,Halruaa,humans,3779
165,Maerass,Halruaa,dwarves,0
165,Maerass,Halruaa,halflings,405
165,Maerass,Halruaa,elves,0
165,Maerass,Halruaa,half-elves,0
165,Maerass,Halruaa,misc.,0
166,Maeruhal,Halruaa,humans,3585
166,Maeruhal,Halruaa,dwarves,137
166,Maeruhal,Halruaa,halflings,0
166,Maeruhal,Halruaa,elves,0
166,Maeruhal,Halruaa,half-elves,0
166,Maeruhal,Halruaa,misc.,0
167,Maerzalar,Halruaa,humans,9595
167,Maerzalar,Halruaa,dwarves,0
167,Maerzalar,Halruaa,halflings,9
167,Maerzalar,Halruaa,elves,29
167,Maerzalar,Halruaa,half-elves,48
167,Maerzalar,Halruaa,misc.,0
168,Maezoun,Halruaa,humans,468
168,Maezoun,Halruaa,dwarves,0
168,Maezoun,Halruaa,halflings,237
168,Maezoun,Halruaa,elves,0
168,Maezoun,Halruaa,half-elves,0
168,Maezoun,Halruaa,misc.,0
169,Mairb,Halruaa,humans,3730
169,Mairb,Halruaa,dwarves,111
169,Mairb,Halruaa,halflings,0
169,Mairb,Halruaa,elves,0
169,Mairb,Halruaa,half-elves,0
169,Mairb,Halruaa,misc.,0
170,Martass,Halruaa,humans,3378
170,Martass,Halruaa,dwarves,0
170,Martass,Halruaa,halflings,0
170,Martass,Halruaa,elves,0
170,Martass,Halruaa,half-elves,591
170,Martass,Halruaa,misc.,0
171,Mithel,Halruaa,humans,191
171,Mithel,Halruaa,dwarves,211
171,Mithel,Halruaa,halflings,0
171,Mithel,Halruaa,elves,0
171,Mithel,Halruaa,half-elves,0
171,Mithel,Halruaa,misc.,0
172,Mithtar,Halruaa,humans,39920
172,Mithtar,Halruaa,dwarves,0
172,Mithtar,Halruaa,halflings,0
172,Mithtar,Halruaa,elves,0
172,Mithtar,Halruaa,half-elves,0
172,Mithtar,Halruaa,misc.,39
173,Nishtul,Halruaa,humans,242
173,Nishtul,Halruaa,dwarves,137
173,Nishtul,Halruaa,halflings,0
173,Nishtul,Halruaa,elves,0
173,Nishtul,Halruaa,half-elves,0
173,Nishtul,Halruaa,misc.,0
174,Nuulatha,Halruaa,humans,332
174,Nuulatha,Halruaa,dwarves,346
174,Nuulatha,Halruaa,halflings,0
174,Nuulatha,Halruaa,elves,0
174,Nuulatha,Halruaa,half-elves,0
174,Nuulatha,Halruaa,misc.,0
175,Orbedal,Halruaa,humans,3536
175,Orbedal,Halruaa,dwarves,468
175,Orbedal,Halruaa,halflings,0
175,Orbedal,Halruaa,elves,0
175,Orbedal,Halruaa,half-elves,0
175,Orbedal,Halruaa,misc.,0
176,Rulasuu,Halruaa,humans,3595
176,Rulasuu,Halruaa,dwarves,15
176,Rulasuu,Halruaa,halflings,0
176,Rulasuu,Halruaa,elves,0
176,Rulasuu,Halruaa,half-elves,190
176,Rulasuu,Halruaa,misc.,0
177,Rwamphaler,Halruaa,humans,392
177,Rwamphaler,Halruaa,dwarves,0
177,Rwamphaler,Halruaa,halflings,0
177,Rwamphaler,Halruaa,elves,0
177,Rwamphaler,Halruaa,half-elves,0
177,Rwamphaler,Halruaa,misc.,0
178,Salhantar,Halruaa,humans,3661
178,Salhantar,Halruaa,dwarves,0
178,Salhantar,Halruaa,halflings,0
178,Salhantar,Halruaa,elves,0
178,Salhantar,Halruaa,half-elves,0
178,Salhantar,Halruaa,misc.,0
179,Ssorsil,Halruaa,humans,2429
179,Ssorsil,Halruaa,dwarves,1384
179,Ssorsil,Halruaa,halflings,0
179,Ssorsil,Halruaa,elves,0
179,Ssorsil,Halruaa,half-elves,0
179,Ssorsil,Halruaa,misc.,0
180,Sulaziir,Halruaa,humans,7371
180,Sulaziir,Halruaa,dwarves,1563
180,Sulaziir,Halruaa,halflings,0
180,Sulaziir,Halruaa,elves,0
180,Sulaziir,Halruaa,half-elves,0
180,Sulaziir,Halruaa,misc.,0
181,Talathgard,Halruaa,humans,209
181,Talathgard,Halruaa,dwarves,0
181,Talathgard,Halruaa,halflings,0
181,Talathgard,Halruaa,elves,0
181,Talathgard,Halruaa,half-elves,0
181,Talathgard,Halruaa,misc.,0
182,Thilzoun,Halruaa,humans,3939
182,Thilzoun,Halruaa,dwarves,0
182,Thilzoun,Halruaa,halflings,0
182,Thilzoun,Halruaa,elves,0
182,Thilzoun,Halruaa,half-elves,0
182,Thilzoun,Halruaa,misc.,0
183,Thom,Halruaa,humans,9214
183,Thom,Halruaa,dwarves,0
183,Thom,Halruaa,halflings,0
183,Thom,Halruaa,elves,0
183,Thom,Halruaa,half-elves,0
183,Thom,Halruaa,misc.,0
184,Yaulazna,Halruaa,humans,398
184,Yaulazna,Halruaa,dwarves,25
184,Yaulazna,Halruaa,halflings,0
184,Yaulazna,Halruaa,elves,0
184,Yaulazna,Halruaa,half-elves,0
184,Yaulazna,Halruaa,misc.,0
185,Zalazuu,Halruaa,humans,4798
185,Zalazuu,Halruaa,dwarves,0
185,Zalazuu,Halruaa,halflings,0
185,Zalazuu,Halruaa,elves,0
185,Zalazuu,Halruaa,half-elves,0
185,Zalazuu,Halruaa,misc.,0
186,Zhal,Halruaa,humans,372
186,Zhal,Halruaa,dwarves,0
186,Zhal,Halruaa,halflings,0
186,Zhal,Halruaa,elves,0
186,Zhal,Halruaa,half-elves,21
186,Zhal,Halruaa,misc.,0
187,Zoundar,Halruaa,humans,549
187,Zoundar,Halruaa,dwarves,0
187,Zoundar,Halruaa,halflings,0
187,Zoundar,Halruaa,elves,359
187,Zoundar,Halruaa,half-elves,0
187,Zoundar,Halruaa,misc.,0
188,Zzuntal,Halruaa,humans,3646
188,Zzuntal,Halruaa,dwarves,0
188,Zzuntal,Halruaa,halflings,128
188,Zzuntal,Halruaa,elves,0
188,Zzuntal,Halruaa,half-elves,0
188,Zzuntal,Halruaa,misc.,0
189,Lyrabar,Impiltur,humans,49028
189,Lyrabar,Impiltur,dwarves,0
189,Lyrabar,Impiltur,halflings,0
189,Lyrabar,Impiltur,misc.,0
190,Arn’s Cove,Impiltur,humans,976
190,Arn’s Cove,Impiltur,dwarves,0
190,Arn’s Cove,Impiltur,halflings,0
190,Arn’s Cove,Impiltur,misc.,0
191,Bay Town,Impiltur,humans,1679
191,Bay Town,Impiltur,dwarves,0
191,Bay Town,Impiltur,halflings,0
191,Bay Town,Impiltur,misc.,0
192,Borgar’s Mill,Impiltur,humans,474
192,Borgar’s Mill,Impiltur,dwarves,0
192,Borgar’s Mill,Impiltur,halflings,0
192,Borgar’s Mill,Impiltur,misc.,0
193,Cairnpur,Impiltur,humans,612
193,Cairnpur,Impiltur,dwarves,0
193,Cairnpur,Impiltur,halflings,0
193,Cairnpur,Impiltur,misc.,0
194,Dilpur,Impiltur,humans,13881
194,Dilpur,Impiltur,dwarves,0
194,Dilpur,Impiltur,halflings,0
194,Dilpur,Impiltur,misc.,0
195,Filur,Impiltur,humans,601
195,Filur,Impiltur,dwarves,0
195,Filur,Impiltur,halflings,0
195,Filur,Impiltur,misc.,0
196,Guidodale,Impiltur,humans,5782
196,Guidodale,Impiltur,dwarves,0
196,Guidodale,Impiltur,halflings,0
196,Guidodale,Impiltur,misc.,0
197,Hlammach,Impiltur,humans,33909
197,Hlammach,Impiltur,dwarves,136
197,Hlammach,Impiltur,halflings,102
197,Hlammach,Impiltur,misc.,0
198,Ilmwatch,Impiltur,humans,8
198,Ilmwatch,Impiltur,dwarves,0
198,Ilmwatch,Impiltur,halflings,535
198,Ilmwatch,Impiltur,misc.,0
199,Kielbast,Impiltur,humans,859
199,Kielbast,Impiltur,dwarves,1
199,Kielbast,Impiltur,halflings,0
199,Kielbast,Impiltur,misc.,0
200,Laviguer,Impiltur,humans,562
200,Laviguer,Impiltur,dwarves,3
200,Laviguer,Impiltur,halflings,0
200,Laviguer,Impiltur,misc.,0
201,Lenchford,Impiltur,humans,285
201,Lenchford,Impiltur,dwarves,0
201,Lenchford,Impiltur,halflings,287
201,Lenchford,Impiltur,misc.,0
202,Maracrath,Impiltur,humans,3766
202,Maracrath,Impiltur,dwarves,1170
202,Maracrath,Impiltur,halflings,4503
202,Maracrath,Impiltur,misc.,0
203,Mulltown,Impiltur,humans,258
203,Mulltown,Impiltur,dwarves,0
203,Mulltown,Impiltur,halflings,0
203,Mulltown,Impiltur,misc.,0
204,New Moranay,Impiltur,humans,742
204,New Moranay,Impiltur,dwarves,622
204,New Moranay,Impiltur,halflings,0
204,New Moranay,Impiltur,misc.,0
205,New Sarshel,Impiltur,humans,1443
205,New Sarshel,Impiltur,dwarves,0
205,New Sarshel,Impiltur,halflings,0
205,New Sarshel,Impiltur,misc.,0
206,Outentown,Impiltur,humans,79
206,Outentown,Impiltur,dwarves,0
206,Outentown,Impiltur,halflings,0
206,Outentown,Impiltur,misc.,0
207,Pick ‘n’ Axe,Impiltur,humans,557
207,Pick ‘n’ Axe,Impiltur,dwarves,0
207,Pick ‘n’ Axe,Impiltur,halflings,27
207,Pick ‘n’ Axe,Impiltur,misc.,0
208,Red Bluffs,Impiltur,humans,5715
208,Red Bluffs,Impiltur,dwarves,0
208,Red Bluffs,Impiltur,halflings,0
208,Red Bluffs,Impiltur,misc.,0
209,Relgar’s Ford,Impiltur,humans,492
209,Relgar’s Ford,Impiltur,dwarves,91
209,Relgar’s Ford,Impiltur,halflings,2
209,Relgar’s Ford,Impiltur,misc.,0
210,Sarshel,Impiltur,humans,594
210,Sarshel,Impiltur,dwarves,4
210,Sarshel,Impiltur,halflings,0
210,Sarshel,Impiltur,misc.,0
211,Songhal,Impiltur,humans,830
211,Songhal,Impiltur,dwarves,0
211,Songhal,Impiltur,halflings,0
211,Songhal,Impiltur,misc.,0
212,Thelnam,Impiltur,humans,588
212,Thelnam,Impiltur,dwarves,0
212,Thelnam,Impiltur,halflings,0
212,Thelnam,Impiltur,misc.,0
213,Three Horns,Impiltur,humans,95
213,Three Horns,Impiltur,dwarves,0
213,Three Horns,Impiltur,halflings,0
213,Three Horns,Impiltur,misc.,0
214,Timbertown,Impiltur,humans,151
214,Timbertown,Impiltur,dwarves,7
214,Timbertown,Impiltur,halflings,0
214,Timbertown,Impiltur,misc.,0
215,Vordric Dun,Impiltur,humans,587
215,Vordric Dun,Impiltur,dwarves,0
215,Vordric Dun,Impiltur,halflings,0
215,Vordric Dun,Impiltur,misc.,0
216,Caer Callidyrr,Moonshae,humans,1118
216,Caer Callidyrr,Moonshae,halflings,0
216,Caer Callidyrr,Moonshae,elves,0
216,Caer Callidyrr,Moonshae,dwarves,0
216,Caer Callidyrr,Moonshae,half-elves,0
216,Caer Callidyrr,Moonshae,misc.,32
217,Aithelar,Moonshae,humans,849
217,Aithelar,Moonshae,halflings,0
217,Aithelar,Moonshae,elves,0
217,Aithelar,Moonshae,dwarves,0
217,Aithelar,Moonshae,half-elves,0
217,Aithelar,Moonshae,misc.,0
218,Blackstone,Moonshae,humans,818
218,Blackstone,Moonshae,halflings,0
218,Blackstone,Moonshae,elves,45
218,Blackstone,Moonshae,dwarves,0
218,Blackstone,Moonshae,half-elves,0
218,Blackstone,Moonshae,misc.,0
219,Blythe,Moonshae,humans,421
219,Blythe,Moonshae,halflings,0
219,Blythe,Moonshae,elves,229
219,Blythe,Moonshae,dwarves,0
219,Blythe,Moonshae,half-elves,0
219,Blythe,Moonshae,misc.,0
220,Borth,Moonshae,humans,94
220,Borth,Moonshae,halflings,0
220,Borth,Moonshae,elves,0
220,Borth,Moonshae,dwarves,0
220,Borth,Moonshae,half-elves,0
220,Borth,Moonshae,misc.,0
221,Bounty,Moonshae,humans,956
221,Bounty,Moonshae,halflings,0
221,Bounty,Moonshae,elves,0
221,Bounty,Moonshae,dwarves,0
221,Bounty,Moonshae,half-elves,0
221,Bounty,Moonshae,misc.,0
222,Brannoch,Moonshae,humans,851
222,Brannoch,Moonshae,halflings,0
222,Brannoch,Moonshae,elves,0
222,Brannoch,Moonshae,dwarves,0
222,Brannoch,Moonshae,half-elves,0
222,Brannoch,Moonshae,misc.,0
223,Bray,Moonshae,humans,1549
223,Bray,Moonshae,halflings,0
223,Bray,Moonshae,elves,0
223,Bray,Moonshae,dwarves,0
223,Bray,Moonshae,half-elves,0
223,Bray,Moonshae,misc.,0
224,Cambro,Moonshae,humans,165
224,Cambro,Moonshae,halflings,35
224,Cambro,Moonshae,elves,513
224,Cambro,Moonshae,dwarves,0
224,Cambro,Moonshae,half-elves,0
224,Cambro,Moonshae,misc.,0
225,Caer Corwell,Moonshae,humans,563
225,Caer Corwell,Moonshae,halflings,0
225,Caer Corwell,Moonshae,elves,0
225,Caer Corwell,Moonshae,dwarves,0
225,Caer Corwell,Moonshae,half-elves,0
225,Caer Corwell,Moonshae,misc.,0
226,Caer Moray,Moonshae,humans,605
226,Caer Moray,Moonshae,halflings,90
226,Caer Moray,Moonshae,elves,0
226,Caer Moray,Moonshae,dwarves,392
226,Caer Moray,Moonshae,half-elves,0
226,Caer Moray,Moonshae,misc.,0
227,Caer Westphal,Moonshae,humans,536
227,Caer Westphal,Moonshae,halflings,0
227,Caer Westphal,Moonshae,elves,0
227,Caer Westphal,Moonshae,dwarves,0
227,Caer Westphal,Moonshae,half-elves,0
227,Caer Westphal,Moonshae,misc.,0
228,Caervu,Moonshae,humans,62
228,Caervu,Moonshae,halflings,25
228,Caervu,Moonshae,elves,0
228,Caervu,Moonshae,dwarves,0
228,Caervu,Moonshae,half-elves,0
228,Caervu,Moonshae,misc.,0
229,Cobh,Moonshae,humans,186
229,Cobh,Moonshae,halflings,0
229,Cobh,Moonshae,elves,10
229,Cobh,Moonshae,dwarves,0
229,Cobh,Moonshae,half-elves,0
229,Cobh,Moonshae,misc.,0
230,Codfin,Moonshae,humans,953
230,Codfin,Moonshae,halflings,0
230,Codfin,Moonshae,elves,0
230,Codfin,Moonshae,dwarves,0
230,Codfin,Moonshae,half-elves,187
230,Codfin,Moonshae,misc.,0
231,Codscove,Moonshae,humans,591
231,Codscove,Moonshae,halflings,0
231,Codscove,Moonshae,elves,213
231,Codscove,Moonshae,dwarves,0
231,Codscove,Moonshae,half-elves,0
231,Codscove,Moonshae,misc.,0
232,Doncastle,Moonshae,humans,84
232,Doncastle,Moonshae,halflings,0
232,Doncastle,Moonshae,elves,0
232,Doncastle,Moonshae,dwarves,0
232,Doncastle,Moonshae,half-elves,0
232,Doncastle,Moonshae,misc.,0
233,Dorset,Moonshae,humans,292
233,Dorset,Moonshae,halflings,66
233,Dorset,Moonshae,elves,0
233,Dorset,Moonshae,dwarves,0
233,Dorset,Moonshae,half-elves,0
233,Dorset,Moonshae,misc.,0
234,Dultann,Moonshae,humans,1291
234,Dultann,Moonshae,halflings,0
234,Dultann,Moonshae,elves,0
234,Dultann,Moonshae,dwarves,0
234,Dultann,Moonshae,half-elves,0
234,Dultann,Moonshae,misc.,0
235,Dynnatt,Moonshae,humans,533
235,Dynnatt,Moonshae,halflings,0
235,Dynnatt,Moonshae,elves,0
235,Dynnatt,Moonshae,dwarves,0
235,Dynnatt,Moonshae,half-elves,0
235,Dynnatt,Moonshae,misc.,0
236,Dynnegall,Moonshae,humans,576
236,Dynnegall,Moonshae,halflings,0
236,Dynnegall,Moonshae,elves,339
236,Dynnegall,Moonshae,dwarves,0
236,Dynnegall,Moonshae,half-elves,0
236,Dynnegall,Moonshae,misc.,0
237,Elyssyrr,Moonshae,humans,321
237,Elyssyrr,Moonshae,halflings,0
237,Elyssyrr,Moonshae,elves,0
237,Elyssyrr,Moonshae,dwarves,0
237,Elyssyrr,Moonshae,half-elves,0
237,Elyssyrr,Moonshae,misc.,0
238,Farview,Moonshae,humans,1021
238,Farview,Moonshae,halflings,0
238,Farview,Moonshae,elves,0
238,Farview,Moonshae,dwarves,2
238,Farview,Moonshae,half-elves,0
238,Farview,Moonshae,misc.,0
239,Fenton,Moonshae,humans,751
239,Fenton,Moonshae,halflings,0
239,Fenton,Moonshae,elves,0
239,Fenton,Moonshae,dwarves,0
239,Fenton,Moonshae,half-elves,0
239,Fenton,Moonshae,misc.,0
240,Grady,Moonshae,humans,1196
240,Grady,Moonshae,halflings,0
240,Grady,Moonshae,elves,0
240,Grady,Moonshae,dwarves,0
240,Grady,Moonshae,half-elves,0
240,Grady,Moonshae,misc.,0
241,Graystone,Moonshae,humans,1362
241,Graystone,Moonshae,halflings,357
241,Graystone,Moonshae,elves,0
241,Graystone,Moonshae,dwarves,0
241,Graystone,Moonshae,half-elves,0
241,Graystone,Moonshae,misc.,0
242,Grimstad,Moonshae,humans,334
242,Grimstad,Moonshae,halflings,0
242,Grimstad,Moonshae,elves,0
242,Grimstad,Moonshae,dwarves,0
242,Grimstad,Moonshae,half-elves,331
242,Grimstad,Moonshae,misc.,0
243,Harloch,Moonshae,humans,935
243,Harloch,Moonshae,halflings,0
243,Harloch,Moonshae,elves,186
243,Harloch,Moonshae,dwarves,0
243,Harloch,Moonshae,half-elves,0
243,Harloch,Moonshae,misc.,0
244,Hickorydale,Moonshae,humans,986
244,Hickorydale,Moonshae,halflings,184
244,Hickorydale,Moonshae,elves,0
244,Hickorydale,Moonshae,dwarves,3
244,Hickorydale,Moonshae,half-elves,0
244,Hickorydale,Moonshae,misc.,0
245,Horsa,Moonshae,humans,4645
245,Horsa,Moonshae,halflings,0
245,Horsa,Moonshae,elves,0
245,Horsa,Moonshae,dwarves,0
245,Horsa,Moonshae,half-elves,0
245,Horsa,Moonshae,misc.,0
246,Horst,Moonshae,humans,423
246,Horst,Moonshae,halflings,2
246,Horst,Moonshae,elves,0
246,Horst,Moonshae,dwarves,0
246,Horst,Moonshae,half-elves,0
246,Horst,Moonshae,misc.,0
247,Highhome,Moonshae,humans,90
247,Highhome,Moonshae,halflings,0
247,Highhome,Moonshae,elves,0
247,Highhome,Moonshae,dwarves,0
247,Highhome,Moonshae,half-elves,0
247,Highhome,Moonshae,misc.,0
248,Highrock,Moonshae,humans,385
248,Highrock,Moonshae,halflings,0
248,Highrock,Moonshae,elves,0
248,Highrock,Moonshae,dwarves,0
248,Highrock,Moonshae,half-elves,0
248,Highrock,Moonshae,misc.,0
249,Holyhead,Moonshae,humans,1360
249,Holyhead,Moonshae,halflings,0
249,Holyhead,Moonshae,elves,0
249,Holyhead,Moonshae,dwarves,0
249,Holyhead,Moonshae,half-elves,0
249,Holyhead,Moonshae,misc.,1
250,Horstall,Moonshae,humans,64
250,Horstall,Moonshae,halflings,147
250,Horstall,Moonshae,elves,0
250,Horstall,Moonshae,dwarves,0
250,Horstall,Moonshae,half-elves,481
250,Horstall,Moonshae,misc.,0
251,Hyoclaatl,Moonshae,humans,11537
251,Hyoclaatl,Moonshae,halflings,544
251,Hyoclaatl,Moonshae,elves,0
251,Hyoclaatl,Moonshae,dwarves,12
251,Hyoclaatl,Moonshae,half-elves,0
251,Hyoclaatl,Moonshae,misc.,0
252,Kingsbay,Moonshae,humans,656
252,Kingsbay,Moonshae,halflings,13
252,Kingsbay,Moonshae,elves,0
252,Kingsbay,Moonshae,dwarves,137
252,Kingsbay,Moonshae,half-elves,0
252,Kingsbay,Moonshae,misc.,0
253,Koart,Moonshae,humans,1555
253,Koart,Moonshae,halflings,90
253,Koart,Moonshae,elves,0
253,Koart,Moonshae,dwarves,0
253,Koart,Moonshae,half-elves,0
253,Koart,Moonshae,misc.,0
254,Kork,Moonshae,humans,1521
254,Kork,Moonshae,halflings,0
254,Kork,Moonshae,elves,0
254,Kork,Moonshae,dwarves,0
254,Kork,Moonshae,half-elves,0
254,Kork,Moonshae,misc.,0
255,Kythyss,Moonshae,humans,1643
255,Kythyss,Moonshae,halflings,0
255,Kythyss,Moonshae,elves,0
255,Kythyss,Moonshae,dwarves,0
255,Kythyss,Moonshae,half-elves,0
255,Kythyss,Moonshae,misc.,0
256,Lehigh,Moonshae,humans,318
256,Lehigh,Moonshae,halflings,9
256,Lehigh,Moonshae,elves,0
256,Lehigh,Moonshae,dwarves,190
256,Lehigh,Moonshae,half-elves,0
256,Lehigh,Moonshae,misc.,0
257,Llandrain,Moonshae,humans,1479
257,Llandrain,Moonshae,halflings,0
257,Llandrain,Moonshae,elves,0
257,Llandrain,Moonshae,dwarves,0
257,Llandrain,Moonshae,half-elves,0
257,Llandrain,Moonshae,misc.,0
258,Llewellyn,Moonshae,humans,206
258,Llewellyn,Moonshae,halflings,463
258,Llewellyn,Moonshae,elves,17
258,Llewellyn,Moonshae,dwarves,0
258,Llewellyn,Moonshae,half-elves,0
258,Llewellyn,Moonshae,misc.,0
259,Lowhill,Moonshae,humans,13473
259,Lowhill,Moonshae,halflings,0
259,Lowhill,Moonshae,elves,0
259,Lowhill,Moonshae,dwarves,0
259,Lowhill,Moonshae,half-elves,0
259,Lowhill,Moonshae,misc.,0
260,MacSheehan,Moonshae,humans,792
260,MacSheehan,Moonshae,halflings,3
260,MacSheehan,Moonshae,elves,0
260,MacSheehan,Moonshae,dwarves,0
260,MacSheehan,Moonshae,half-elves,0
260,MacSheehan,Moonshae,misc.,442
261,Manger,Moonshae,humans,1032
261,Manger,Moonshae,halflings,4
261,Manger,Moonshae,elves,0
261,Manger,Moonshae,dwarves,0
261,Manger,Moonshae,half-elves,0
261,Manger,Moonshae,misc.,0
262,Myrrdale,Moonshae,humans,340
262,Myrrdale,Moonshae,halflings,0
262,Myrrdale,Moonshae,elves,60
262,Myrrdale,Moonshae,dwarves,0
262,Myrrdale,Moonshae,half-elves,0
262,Myrrdale,Moonshae,misc.,0
263,Ogden,Moonshae,humans,1751
263,Ogden,Moonshae,halflings,0
263,Ogden,Moonshae,elves,0
263,Ogden,Moonshae,dwarves,1
263,Ogden,Moonshae,half-elves,0
263,Ogden,Moonshae,misc.,0
264,O’Malley,Moonshae,humans,1527
264,O’Malley,Moonshae,halflings,0
264,O’Malley,Moonshae,elves,0
264,O’Malley,Moonshae,dwarves,0
264,O’Malley,Moonshae,half-elves,0
264,O’Malley,Moonshae,misc.,0
265,Pembroke,Moonshae,humans,497
265,Pembroke,Moonshae,halflings,0
265,Pembroke,Moonshae,elves,0
265,Pembroke,Moonshae,dwarves,0
265,Pembroke,Moonshae,half-elves,0
265,Pembroke,Moonshae,misc.,0
266,Pengram,Moonshae,humans,161
266,Pengram,Moonshae,halflings,59
266,Pengram,Moonshae,elves,880
266,Pengram,Moonshae,dwarves,0
266,Pengram,Moonshae,half-elves,0
266,Pengram,Moonshae,misc.,0
267,Pontswain,Moonshae,humans,820
267,Pontswain,Moonshae,halflings,20
267,Pontswain,Moonshae,elves,0
267,Pontswain,Moonshae,dwarves,0
267,Pontswain,Moonshae,half-elves,1
267,Pontswain,Moonshae,misc.,52
268,Regents Field,Moonshae,humans,643
268,Regents Field,Moonshae,halflings,0
268,Regents Field,Moonshae,elves,0
268,Regents Field,Moonshae,dwarves,0
268,Regents Field,Moonshae,half-elves,0
268,Regents Field,Moonshae,misc.,38
269,Storaad,Moonshae,humans,1178
269,Storaad,Moonshae,halflings,0
269,Storaad,Moonshae,elves,0
269,Storaad,Moonshae,dwarves,0
269,Storaad,Moonshae,half-elves,0
269,Storaad,Moonshae,misc.,0
270,Tetauctaa,Moonshae,humans,1695
270,Tetauctaa,Moonshae,halflings,0
270,Tetauctaa,Moonshae,elves,0
270,Tetauctaa,Moonshae,dwarves,0
270,Tetauctaa,Moonshae,half-elves,0
270,Tetauctaa,Moonshae,misc.,0
271,Thorndyke,Moonshae,humans,390
271,Thorndyke,Moonshae,halflings,0
271,Thorndyke,Moonshae,elves,0
271,Thorndyke,Moonshae,dwarves,0
271,Thorndyke,Moonshae,half-elves,0
271,Thorndyke,Moonshae,misc.,0
272,White Rock,Moonshae,humans,784
272,White Rock,Moonshae,halflings,0
272,White Rock,Moonshae,elves,0
272,White Rock,Moonshae,dwarves,0
272,White Rock,Moonshae,half-elves,0
272,White Rock,Moonshae,misc.,0
273,Wyngate,Moonshae,humans,705
273,Wyngate,Moonshae,halflings,0
273,Wyngate,Moonshae,elves,0
273,Wyngate,Moonshae,dwarves,0
273,Wyngate,Moonshae,half-elves,0
