row_id,settlement,region_kingdom,import_item
183,Thom,Halruaa,'musical instruments'
183,Thom,Halruaa,'silk']
184,Yaulazna,Halruaa,['exotic magic items'
184,Yaulazna,Halruaa,'jewellery'
184,Yaulazna,Halruaa,'precious metals'
184,Yaulazna,Halruaa,'musical instruments'
184,Yaulazna,Halruaa,'silk']
185,Zalazuu,Halruaa,['exotic magic items'
185,Zalazuu,Halruaa,'jewellery'
185,Zalazuu,Halruaa,'precious metals'
185,Zalazuu,Halruaa,'musical instruments'
185,Zalazuu,Halruaa,'silk']
186,Zhal,Halruaa,['exotic magic items'
186,Zhal,Halruaa,'jewellery'
186,Zhal,Halruaa,'precious metals'
186,Zhal,Halruaa,'musical instruments'
186,Zhal,Halruaa,'silk']
187,Zoundar,Halruaa,['exotic magic items'
187,Zoundar,Halruaa,'jewellery'
187,Zoundar,Halruaa,'precious metals'
187,Zoundar,Halruaa,'musical instruments'
187,Zoundar,Halruaa,'silk']
188,Zzuntal,Halruaa,['exotic magic items'
188,Zzuntal,Halruaa,'jewellery'
188,Zzuntal,Halruaa,'precious metals'
188,Zzuntal,Halruaa,'musical instruments'
188,Zzuntal,Halruaa,'silk']
189,Lyrabar,Impiltur,['exotic goods'
189,Lyrabar,Impiltur,'fruit'
189,Lyrabar,Impiltur,'shipbuilders'
189,Lyrabar,Impiltur,'tea'
189,Lyrabar,Impiltur,'vegetables'
189,Lyrabar,Impiltur,'wood products']
190,Arn’s Cove,Impiltur,['exotic goods'
190,Arn’s Cove,Impiltur,'fruit'
190,Arn’s Cove,Impiltur,'shipbuilders'
190,Arn’s Cove,Impiltur,'tea'
190,Arn’s Cove,Impiltur,'vegetables'
190,Arn’s Cove,Impiltur,'wood products']
191,Bay Town,Impiltur,['exotic goods'
191,Bay Town,Impiltur,'fruit'
191,Bay Town,Impiltur,'shipbuilders'
191,Bay Town,Impiltur,'tea'
191,Bay Town,Impiltur,'vegetables'
191,Bay Town,Impiltur,'wood products']
192,Borgar’s Mill,Impiltur,['exotic goods'
192,Borgar’s Mill,Impiltur,'fruit'
192,Borgar’s Mill,Impiltur,'shipbuilders'
192,Borgar’s Mill,Impiltur,'tea'
192,Borgar’s Mill,Impiltur,'vegetables'
192,Borgar’s Mill,Impiltur,'wood products']
193,Cairnpur,Impiltur,['exotic goods'
193,Cairnpur,Impiltur,'fruit'
193,Cairnpur,Impiltur,'shipbuilders'
193,Cairnpur,Impiltur,'tea'
193,Cairnpur,Impiltur,'vegetables'
193,Cairnpur,Impiltur,'wood products']
194,Dilpur,Impiltur,['exotic goods'
194,Dilpur,Impiltur,'fruit'
194,Dilpur,Impiltur,'shipbuilders'
194,Dilpur,Impiltur,'tea'
194,Dilpur,Impiltur,'vegetables'
194,Dilpur,Impiltur,'wood products']
195,Filur,Impiltur,['exotic goods'
195,Filur,Impiltur,'fruit'
195,Filur,Impiltur,'shipbuilders'
195,Filur,Impiltur,'tea'
195,Filur,Impiltur,'vegetables'
195,Filur,Impiltur,'wood products']
196,Guidodale,Impiltur,['exotic goods'
196,Guidodale,Impiltur,'fruit'
196,Guidodale,Impiltur,'shipbuilders'
196,Guidodale,Impiltur,'tea'
196,Guidodale,Impiltur,'vegetables'
196,Guidodale,Impiltur,'wood products']
197,Hlammach,Impiltur,['exotic goods'
197,Hlammach,Impiltur,'fruit'
197,Hlammach,Impiltur,'shipbuilders'
197,Hlammach,Impiltur,'tea'
197,Hlammach,Impiltur,'vegetables'
197,Hlammach,Impiltur,'wood products']
198,Ilmwatch,Impiltur,['exotic goods'
198,Ilmwatch,Impiltur,'fruit'
198,Ilmwatch,Impiltur,'shipbuilders'
198,Ilmwatch,Impiltur,'tea'
198,Ilmwatch,Impiltur,'vegetables'
198,Ilmwatch,Impiltur,'wood products']
199,Kielbast,Impiltur,['exotic goods'
199,Kielbast,Impiltur,'fruit'
199,Kielbast,Impiltur,'shipbuilders'
199,Kielbast,Impiltur,'tea'
199,Kielbast,Impiltur,'vegetables'
199,Kielbast,Impiltur,'wood products']
200,Laviguer,Impiltur,['exotic goods'
200,Laviguer,Impiltur,'fruit'
200,Laviguer,Impiltur,'shipbuilders'
200,Laviguer,Impiltur,'tea'
200,Laviguer,Impiltur,'vegetables'
200,Laviguer,Impiltur,'wood products']
201,Lenchford,Impiltur,['exotic goods'
201,Lenchford,Impiltur,'fruit'
201,Lenchford,Impiltur,'shipbuilders'
201,Lenchford,Impiltur,'tea'
201,Lenchford,Impiltur,'vegetables'
201,Lenchford,Impiltur,'wood products']
202,Maracrath,Impiltur,['exotic goods'
202,Maracrath,Impiltur,'fruit'
202,Maracrath,Impiltur,'shipbuilders'
202,Maracrath,Impiltur,'tea'
202,Maracrath,Impiltur,'vegetables'
202,Maracrath,Impiltur,'wood products']
203,Mulltown,Impiltur,['exotic goods'
203,Mulltown,Impiltur,'fruit'
203,Mulltown,Impiltur,'shipbuilders'
203,Mulltown,Impiltur,'tea'
203,Mulltown,Impiltur,'vegetables'
203,Mulltown,Impiltur,'wood products']
204,New Moranay,Impiltur,['exotic goods'
204,New Moranay,Impiltur,'fruit'
204,New Moranay,Impiltur,'shipbuilders'
204,New Moranay,Impiltur,'tea'
204,New Moranay,Impiltur,'vegetables'
204,New Moranay,Impiltur,'wood products']
205,New Sarshel,Impiltur,['exotic goods'
205,New Sarshel,Impiltur,'fruit'
205,New Sarshel,Impiltur,'shipbuilders'
205,New Sarshel,Impiltur,'tea'
205,New Sarshel,Impiltur,'vegetables'
205,New Sarshel,Impiltur,'wood products']
206,Outentown,Impiltur,['exotic goods'
206,Outentown,Impiltur,'fruit'
206,Outentown,Impiltur,'shipbuilders'
206,Outentown,Impiltur,'tea'
206,Outentown,Impiltur,'vegetables'
206,Outentown,Impiltur,'wood products']
207,Pick ‘n’ Axe,Impiltur,['exotic goods'
207,Pick ‘n’ Axe,Impiltur,'fruit'
207,Pick ‘n’ Axe,Impiltur,'shipbuilders'
207,Pick ‘n’ Axe,Impiltur,'tea'
207,Pick ‘n’ Axe,Impiltur,'vegetables'
207,Pick ‘n’ Axe,Impiltur,'wood products']
208,Red Bluffs,Impiltur,['exotic goods'
208,Red Bluffs,Impiltur,'fruit'
208,Red Bluffs,Impiltur,'shipbuilders'
208,Red Bluffs,Impiltur,'tea'
208,Red Bluffs,Impiltur,'vegetables'
208,Red Bluffs,Impiltur,'wood products']
209,Relgar’s Ford,Impiltur,['exotic goods'
209,Relgar’s Ford,Impiltur,'fruit'
209,Relgar’s Ford,Impiltur,'shipbuilders'
209,Relgar’s Ford,Impiltur,'tea'
209,Relgar’s Ford,Impiltur,'vegetables'
209,Relgar’s Ford,Impiltur,'wood products']
210,Sarshel,Impiltur,['exotic goods'
210,Sarshel,Impiltur,'fruit'
210,Sarshel,Impiltur,'shipbuilders'
210,Sarshel,Impiltur,'tea'
210,Sarshel,Impiltur,'vegetables'
210,Sarshel,Impiltur,'wood products']
211,Songhal,Impiltur,['exotic goods'
211,Songhal,Impiltur,'fruit'
211,Songhal,Impiltur,'shipbuilders'
211,Songhal,Impiltur,'tea'
211,Songhal,Impiltur,'vegetables'
211,Songhal,Impiltur,'wood products']
212,Thelnam,Impiltur,['exotic goods'
212,Thelnam,Impiltur,'fruit'
212,Thelnam,Impiltur,'shipbuilders'
212,Thelnam,Impiltur,'tea'
212,Thelnam,Impiltur,'vegetables'
212,Thelnam,Impiltur,'wood products']
213,Three Horns,Impiltur,['exotic goods'
213,Three Horns,Impiltur,'fruit'
213,Three Horns,Impiltur,'shipbuilders'
213,Three Horns,Impiltur,'tea'
213,Three Horns,Impiltur,'vegetables'
213,Three Horns,Impiltur,'wood products']
214,Timbertown,Impiltur,['exotic goods'
214,Timbertown,Impiltur,'fruit'
214,Timbertown,Impiltur,'shipbuilders'
214,Timbertown,Impiltur,'tea'
214,Timbertown,Impiltur,'vegetables'
214,Timbertown,Impiltur,'wood products']
215,Vordric Dun,Impiltur,['exotic goods'
215,Vordric Dun,Impiltur,'fruit'
215,Vordric Dun,Impiltur,'shipbuilders'
215,Vordric Dun,Impiltur,'tea'
215,Vordric Dun,Impiltur,'vegetables'
215,Vordric Dun,Impiltur,'wood products']
216,Caer Callidyrr,Moonshae,['coal'
216,Caer Callidyrr,Moonshae,'horses'
216,Caer Callidyrr,Moonshae,'minor magical items'
216,Caer Callidyrr,Moonshae,'ore'
216,Caer Callidyrr,Moonshae,'parchment'
216,Caer Callidyrr,Moonshae,'silk']
217,Aithelar,Moonshae,['coal'
217,Aithelar,Moonshae,'horses'
217,Aithelar,Moonshae,'minor magical items'
217,Aithelar,Moonshae,'ore'
217,Aithelar,Moonshae,'parchment'
217,Aithelar,Moonshae,'silk']
218,Blackstone,Moonshae,['coal'
218,Blackstone,Moonshae,'horses'
218,Blackstone,Moonshae,'minor magical items'
218,Blackstone,Moonshae,'ore'
218,Blackstone,Moonshae,'parchment'
218,Blackstone,Moonshae,'silk']
219,Blythe,Moonshae,['coal'
219,Blythe,Moonshae,'horses'
219,Blythe,Moonshae,'minor magical items'
219,Blythe,Moonshae,'ore'
219,Blythe,Moonshae,'parchment'
219,Blythe,Moonshae,'silk']
220,Borth,Moonshae,['coal'
220,Borth,Moonshae,'horses'
220,Borth,Moonshae,'minor magical items'
220,Borth,Moonshae,'ore'
220,Borth,Moonshae,'parchment'
220,Borth,Moonshae,'silk']
221,Bounty,Moonshae,['coal'
221,Bounty,Moonshae,'horses'
221,Bounty,Moonshae,'minor magical items'
221,Bounty,Moonshae,'ore'
221,Bounty,Moonshae,'parchment'
221,Bounty,Moonshae,'silk']
222,Brannoch,Moonshae,['coal'
222,Brannoch,Moonshae,'horses'
222,Brannoch,Moonshae,'minor magical items'
222,Brannoch,Moonshae,'ore'
222,Brannoch,Moonshae,'parchment'
222,Brannoch,Moonshae,'silk']
223,Bray,Moonshae,['coal'
223,Bray,Moonshae,'horses'
223,Bray,Moonshae,'minor magical items'
223,Bray,Moonshae,'ore'
223,Bray,Moonshae,'parchment'
223,Bray,Moonshae,'silk']
224,Cambro,Moonshae,['coal'
224,Cambro,Moonshae,'horses'
224,Cambro,Moonshae,'minor magical items'
224,Cambro,Moonshae,'ore'
224,Cambro,Moonshae,'parchment'
224,Cambro,Moonshae,'silk']
225,Caer Corwell,Moonshae,['coal'
225,Caer Corwell,Moonshae,'horses'
225,Caer Corwell,Moonshae,'minor magical items'
225,Caer Corwell,Moonshae,'ore'
225,Caer Corwell,Moonshae,'parchment'
225,Caer Corwell,Moonshae,'silk']
226,Caer Moray,Moonshae,['coal'
226,Caer Moray,Moonshae,'horses'
226,Caer Moray,Moonshae,'minor magical items'
226,Caer Moray,Moonshae,'ore'
226,Caer Moray,Moonshae,'parchment'
226,Caer Moray,Moonshae,'silk']
227,Caer Westphal,Moonshae,['coal'
227,Caer Westphal,Moonshae,'horses'
227,Caer Westphal,Moonshae,'minor magical items'
227,Caer Westphal,Moonshae,'ore'
227,Caer Westphal,Moonshae,'parchment'
227,Caer Westphal,Moonshae,'silk']
228,Caervu,Moonshae,['coal'
228,Caervu,Moonshae,'horses'
228,Caervu,Moonshae,'minor magical items'
228,Caervu,Moonshae,'ore'
228,Caervu,Moonshae,'parchment'
228,Caervu,Moonshae,'silk']
229,Cobh,Moonshae,['coal'
229,Cobh,Moonshae,'horses'
229,Cobh,Moonshae,'minor magical items'
229,Cobh,Moonshae,'ore'
229,Cobh,Moonshae,'parchment'
229,Cobh,Moonshae,'silk']
230,Codfin,Moonshae,['coal'
230,Codfin,Moonshae,'horses'
230,Codfin,Moonshae,'minor magical items'
230,Codfin,Moonshae,'ore'
230,Codfin,Moonshae,'parchment'
230,Codfin,Moonshae,'silk']
231,Codscove,Moonshae,['coal'
231,Codscove,Moonshae,'horses'
231,Codscove,Moonshae,'minor magical items'
231,Codscove,Moonshae,'ore'
231,Codscove,Moonshae,'parchment'
231,Codscove,Moonshae,'silk']
232,Doncastle,Moonshae,['coal'
232,Doncastle,Moonshae,'horses'
232,Doncastle,Moonshae,'minor magical items'
232,Doncastle,Moonshae,'ore'
232,Doncastle,Moonshae,'parchment'
232,Doncastle,Moonshae,'silk']
233,Dorset,Moonshae,['coal'
233,Dorset,Moonshae,'horses'
233,Dorset,Moonshae,'minor magical items'
233,Dorset,Moonshae,'ore'
233,Dorset,Moonshae,'parchment'
233,Dorset,Moonshae,'silk']
234,Dultann,Moonshae,['coal'
234,Dultann,Moonshae,'horses'
234,Dultann,Moonshae,'minor magical items'
234,Dultann,Moonshae,'ore'
234,Dultann,Moonshae,'parchment'
234,Dultann,Moonshae,'silk']
235,Dynnatt,Moonshae,['coal'
235,Dynnatt,Moonshae,'horses'
235,Dynnatt,Moonshae,'minor magical items'
235,Dynnatt,Moonshae,'ore'
235,Dynnatt,Moonshae,'parchment'
235,Dynnatt,Moonshae,'silk']
236,Dynnegall,Moonshae,['coal'
236,Dynnegall,Moonshae,'horses'
236,Dynnegall,Moonshae,'minor magical items'
236,Dynnegall,Moonshae,'ore'
236,Dynnegall,Moonshae,'parchment'
236,Dynnegall,Moonshae,'silk']
237,Elyssyrr,Moonshae,['coal'
237,Elyssyrr,Moonshae,'horses'
237,Elyssyrr,Moonshae,'minor magical items'
237,Elyssyrr,Moonshae,'ore'
237,Elyssyrr,Moonshae,'parchment'
237,Elyssyrr,Moonshae,'silk']
238,Farview,Moonshae,['coal'
238,Farview,Moonshae,'horses'
238,Farview,Moonshae,'minor magical items'
238,Farview,Moonshae,'ore'
238,Farview,Moonshae,'parchment'
238,Farview,Moonshae,'silk']
239,Fenton,Moonshae,['coal'
239,Fenton,Moonshae,'horses'
239,Fenton,Moonshae,'minor magical items'
239,Fenton,Moonshae,'ore'
239,Fenton,Moonshae,'parchment'
239,Fenton,Moonshae,'silk']
240,Grady,Moonshae,['coal'
240,Grady,Moonshae,'horses'
240,Grady,Moonshae,'minor magical items'
240,Grady,Moonshae,'ore'
240,Grady,Moonshae,'parchment'
240,Grady,Moonshae,'silk']
241,Graystone,Moonshae,['coal'
241,Graystone,Moonshae,'horses'
241,Graystone,Moonshae,'minor magical items'
241,Graystone,Moonshae,'ore'
241,Graystone,Moonshae,'parchment'
241,Graystone,Moonshae,'silk']
242,Grimstad,Moonshae,['coal'
242,Grimstad,Moonshae,'horses'
242,Grimstad,Moonshae,'minor magical items'
242,Grimstad,Moonshae,'ore'
242,Grimstad,Moonshae,'parchment'
242,Grimstad,Moonshae,'silk']
243,Harloch,Moonshae,['coal'
243,Harloch,Moonshae,'horses'
243,Harloch,Moonshae,'minor magical items'
243,Harloch,Moonshae,'ore'
243,Harloch,Moonshae,'parchment'
243,Harloch,Moonshae,'silk']
244,Hickorydale,Moonshae,['coal'
244,Hickorydale,Moonshae,'horses'
244,Hickorydale,Moonshae,'minor magical items'
244,Hickorydale,Moonshae,'ore'
244,Hickorydale,Moonshae,'parchment'
244,Hickorydale,Moonshae,'silk']
245,Horsa,Moonshae,['coal'
245,Horsa,Moonshae,'horses'
245,Horsa,Moonshae,'minor magical items'
245,Horsa,Moonshae,'ore'
245,Horsa,Moonshae,'parchment'
245,Horsa,Moonshae,'silk']
246,Horst,Moonshae,['coal'
246,Horst,Moonshae,'horses'
246,Horst,Moonshae,'minor magical items'
246,Horst,Moonshae,'ore'
246,Horst,Moonshae,'parchment'
246,Horst,Moonshae,'silk']
247,Highhome,Moonshae,['coal'
247,Highhome,Moonshae,'horses'
247,Highhome,Moonshae,'minor magical items'
247,Highhome,Moonshae,'ore'
247,Highhome,Moonshae,'parchment'
247,Highhome,Moonshae,'silk']
248,Highrock,Moonshae,['coal'
248,Highrock,Moonshae,'horses'
248,Highrock,Moonshae,'minor magical items'
248,Highrock,Moonshae,'ore'
248,Highrock,Moonshae,'parchment'
248,Highrock,Moonshae,'silk']
249,Holyhead,Moonshae,['coal'
249,Holyhead,Moonshae,'horses'
249,Holyhead,Moonshae,'minor magical items'
249,Holyhead,Moonshae,'ore'
249,Holyhead,Moonshae,'parchment'
249,Holyhead,Moonshae,'silk']
250,Horstall,Moonshae,['coal'
250,Horstall,Moonshae,'horses'
250,Horstall,Moonshae,'minor magical items'
250,Horstall,Moonshae,'ore'
250,Horstall,Moonshae,'parchment'
250,Horstall,Moonshae,'silk']
251,Hyoclaatl,Moonshae,['coal'
251,Hyoclaatl,Moonshae,'horses'
251,Hyoclaatl,Moonshae,'minor magical items'
251,Hyoclaatl,Moonshae,'ore'
251,Hyoclaatl,Moonshae,'parchment'
251,Hyoclaatl,Moonshae,'silk']
252,Kingsbay,Moonshae,['coal'
252,Kingsbay,Moonshae,'horses'
252,Kingsbay,Moonshae,'minor magical items'
252,Kingsbay,Moonshae,'ore'
252,Kingsbay,Moonshae,'parchment'
252,Kingsbay,Moonshae,'silk']
253,Koart,Moonshae,['coal'
253,Koart,Moonshae,'horses'
253,Koart,Moonshae,'minor magical items'
253,Koart,Moonshae,'ore'
253,Koart,Moonshae,'parchment'
253,Koart,Moonshae,'silk']
254,Kork,Moonshae,['coal'
254,Kork,Moonshae,'horses'
254,Kork,Moonshae,'minor magical items'
254,Kork,Moonshae,'ore'
254,Kork,Moonshae,'parchment'
254,Kork,Moonshae,'silk']
255,Kythyss,Moonshae,['coal'
255,Kythyss,Moonshae,'horses'
255,Kythyss,Moonshae,'minor magical items'
255,Kythyss,Moonshae,'ore'
255,Kythyss,Moonshae,'parchment'
255,Kythyss,Moonshae,'silk']
256,Lehigh,Moonshae,['coal'
256,Lehigh,Moonshae,'horses'
256,Lehigh,Moonshae,'minor magical items'
256,Lehigh,Moonshae,'ore'
256,Lehigh,Moonshae,'parchment'
256,Lehigh,Moonshae,'silk']
257,Llandrain,Moonshae,['coal'
257,Llandrain,Moonshae,'horses'
257,Llandrain,Moonshae,'minor magical items'
257,Llandrain,Moonshae,'ore'
257,Llandrain,Moonshae,'parchment'
257,Llandrain,Moonshae,'silk']
258,Llewellyn,Moonshae,['coal'
258,Llewellyn,Moonshae,'horses'
258,Llewellyn,Moonshae,'minor magical items'
258,Llewellyn,Moonshae,'ore'
258,Llewellyn,Moonshae,'parchment'
258,Llewellyn,Moonshae,'silk']
259,Lowhill,Moonshae,['coal'
259,Lowhill,Moonshae,'horses'
259,Lowhill,Moonshae,'minor magical items'
259,Lowhill,Moonshae,'ore'
259,Lowhill,Moonshae,'parchment'
259,Lowhill,Moonshae,'silk']
260,MacSheehan,Moonshae,['coal'
260,MacSheehan,Moonshae,'horses'
260,MacSheehan,Moonshae,'minor magical items'
260,MacSheehan,Moonshae,'ore'
260,MacSheehan,Moonshae,'parchment'
260,MacSheehan,Moonshae,'silk']
261,Manger,Moonshae,['coal'
261,Manger,Moonshae,'horses'
261,Manger,Moonshae,'minor magical items'
261,Manger,Moonshae,'ore'
261,Manger,Moonshae,'parchment'
261,Manger,Moonshae,'silk']
262,Myrrdale,Moonshae,['coal'
262,Myrrdale,Moonshae,'horses'
262,Myrrdale,Moonshae,'minor magical items'
262,Myrrdale,Moonshae,'ore'
262,Myrrdale,Moonshae,'parchment'
262,Myrrdale,Moonshae,'silk']
263,Ogden,Moonshae,['coal'
263,Ogden,Moonshae,'horses'
263,Ogden,Moonshae,'minor magical items'
263,Ogden,Moonshae,'ore'
263,Ogden,Moonshae,'parchment'
263,Ogden,Moonshae,'silk']
264,O’Malley,Moonshae,['coal'
264,O’Malley,Moonshae,'horses'
264,O’Malley,Moonshae,'minor magical items'
264,O’Malley,Moonshae,'ore'
264,O’Malley,Moonshae,'parchment'
264,O’Malley,Moonshae,'silk']
265,Pembroke,Moonshae,['coal'
265,Pembroke,Moonshae,'horses'
265,Pembroke,Moonshae,'minor magical items'
265,Pembroke,Moonshae,'ore'
265,Pembroke,Moonshae,'parchment'
265,Pembroke,Moonshae,'silk']
266,Pengram,Moonshae,['coal'
266,Pengram,Moonshae,'horses'
266,Pengram,Moonshae,'minor magical items'
266,Pengram,Moonshae,'ore'
266,Pengram,Moonshae,'parchment'
266,Pengram,Moonshae,'silk']
267,Pontswain,Moonshae,['coal'
267,Pontswain,Moonshae,'horses'
267,Pontswain,Moonshae,'minor magical items'
267,Pontswain,Moonshae,'ore'
267,Pontswain,Moonshae,'parchment'
267,Pontswain,Moonshae,'silk']
268,Regents Field,Moonshae,['coal'
268,Regents Field,Moonshae,'horses'
268,Regents Field,Moonshae,'minor magical items'
268,Regents Field,Moonshae,'ore'
268,Regents Field,Moonshae,'parchment'
268,Regents Field,Moonshae,'silk']
269,Storaad,Moonshae,['coal'
269,Storaad,Moonshae,'horses'
269,Storaad,Moonshae,'minor magical items'
269,Storaad,Moonshae,'ore'
269,Storaad,Moonshae,'parchment'
269,Storaad,Moonshae,'silk']
270,Tetauctaa,Moonshae,['coal'
270,Tetauctaa,Moonshae,'horses'
270,Tetauctaa,Moonshae,'minor magical items'
270,Tetauctaa,Moonshae,'ore'
270,Tetauctaa,Moonshae,'parchment'
270,Tetauctaa,Moonshae,'silk']
271,Thorndyke,Moonshae,['coal'
271,Thorndyke,Moonshae,'horses'
271,Thorndyke,Moonshae,'minor magical items'
271,Thorndyke,Moonshae,'ore'
271,Thorndyke,Moonshae,'parchment'
271,Thorndyke,Moonshae,'silk']
272,White Rock,Moonshae,['coal'
272,White Rock,Moonshae,'horses'
272,White Rock,Moonshae,'minor magical items'
272,White Rock,Moonshae,'ore'
272,White Rock,Moonshae,'parchment'
272,White Rock,Moonshae,'silk']
273,Wyngate,Moonshae,['coal'
273,Wyngate,Moonshae,'horses'
273,Wyngate,Moonshae,'minor magical items'
273,Wyngate,Moonshae,'ore'
273,Wyngate,Moonshae,'parchment'
273,Wyngate,Moonshae,'silk']
301,Sundice,Sossal,['fine wooden furniture'
301,Sundice,Sossal,'furs'
301,Sundice,Sossal,'gold'
301,Sundice,Sossal,'seal meat']
302,Sundice,Sossal,['fine wooden furniture'
302,Sundice,Sossal,'furs'
302,Sundice,Sossal,'gold'
302,Sundice,Sossal,'seal meat']
303,Dharvil,Sossal,['fine wooden furniture'
303,Dharvil,Sossal,'furs'
303,Dharvil,Sossal,'gold'
303,Dharvil,Sossal,'seal meat']
304,Naupau,Sossal,['fine wooden furniture'
304,Naupau,Sossal,'furs'
304,Naupau,Sossal,'gold'
304,Naupau,Sossal,'seal meat']
305,Shannath,Sossal,['fine wooden furniture'
305,Shannath,Sossal,'furs'
305,Shannath,Sossal,'gold'
305,Shannath,Sossal,'seal meat']
306,Uldfest,Sossal,['fine wooden furniture'
306,Uldfest,Sossal,'furs'
306,Uldfest,Sossal,'gold'
306,Uldfest,Sossal,'seal meat']
307,Darromar,Tethyr,['magic items'
307,Darromar,Tethyr,'mercenaries'
307,Darromar,Tethyr,'spices'
307,Darromar,Tethyr,'weapons']
308,Abbor,Tethyr,['magic items'
308,Abbor,Tethyr,'mercenaries'
308,Abbor,Tethyr,'spices'
308,Abbor,Tethyr,'weapons']
309,Banshivale,Tethyr,['magic items'
309,Banshivale,Tethyr,'mercenaries'
309,Banshivale,Tethyr,'spices'
309,Banshivale,Tethyr,'weapons']
310,Barrowsmorn,Tethyr,['magic items'
310,Barrowsmorn,Tethyr,'mercenaries'
310,Barrowsmorn,Tethyr,'spices'
310,Barrowsmorn,Tethyr,'weapons']
311,Brost,Tethyr,['magic items'
311,Brost,Tethyr,'mercenaries'
311,Brost,Tethyr,'spices'
311,Brost,Tethyr,'weapons']
312,Cayr Thalwood,Tethyr,['magic items'
312,Cayr Thalwood,Tethyr,'mercenaries'
312,Cayr Thalwood,Tethyr,'spices'
312,Cayr Thalwood,Tethyr,'weapons']
313,Colbertann,Tethyr,['magic items'
313,Colbertann,Tethyr,'mercenaries'
313,Colbertann,Tethyr,'spices'
313,Colbertann,Tethyr,'weapons']
314,Daraqadim,Tethyr,['magic items'
314,Daraqadim,Tethyr,'mercenaries'
314,Daraqadim,Tethyr,'spices'
314,Daraqadim,Tethyr,'weapons']
315,Dunod,Tethyr,['magic items'
315,Dunod,Tethyr,'mercenaries'
315,Dunod,Tethyr,'spices'
315,Dunod,Tethyr,'weapons']
316,Elbencourt,Tethyr,['magic items'
316,Elbencourt,Tethyr,'mercenaries'
316,Elbencourt,Tethyr,'spices'
316,Elbencourt,Tethyr,'weapons']
317,Fort Agis,Tethyr,['magic items'
317,Fort Agis,Tethyr,'mercenaries'
317,Fort Agis,Tethyr,'spices'
317,Fort Agis,Tethyr,'weapons']
318,Fort Calim,Tethyr,['magic items'
318,Fort Calim,Tethyr,'mercenaries'
318,Fort Calim,Tethyr,'spices'
318,Fort Calim,Tethyr,'weapons']
319,Fort Teqlar,Tethyr,['magic items'
319,Fort Teqlar,Tethyr,'mercenaries'
319,Fort Teqlar,Tethyr,'spices'
319,Fort Teqlar,Tethyr,'weapons']
320,Grapton,Tethyr,['magic items'
320,Grapton,Tethyr,'mercenaries'
320,Grapton,Tethyr,'spices'
320,Grapton,Tethyr,'weapons']
321,Hostim,Tethyr,['magic items'
321,Hostim,Tethyr,'mercenaries'
321,Hostim,Tethyr,'spices'
321,Hostim,Tethyr,'weapons']
322,Ithal Pass,Tethyr,['magic items'
322,Ithal Pass,Tethyr,'mercenaries'
322,Ithal Pass,Tethyr,'spices'
322,Ithal Pass,Tethyr,'weapons']
323,Jhaansciim,Tethyr,['magic items'
323,Jhaansciim,Tethyr,'mercenaries'
323,Jhaansciim,Tethyr,'spices'
323,Jhaansciim,Tethyr,'weapons']
324,Khanall,Tethyr,['magic items'
324,Khanall,Tethyr,'mercenaries'
324,Khanall,Tethyr,'spices'
324,Khanall,Tethyr,'weapons']
325,Kirgard,Tethyr,['magic items'
325,Kirgard,Tethyr,'mercenaries'
325,Kirgard,Tethyr,'spices'
325,Kirgard,Tethyr,'weapons']
326,Krennasar,Tethyr,['magic items'
326,Krennasar,Tethyr,'mercenaries'
326,Krennasar,Tethyr,'spices'
326,Krennasar,Tethyr,'weapons']
327,Kzelter,Tethyr,['magic items'
327,Kzelter,Tethyr,'mercenaries'
327,Kzelter,Tethyr,'spices'
327,Kzelter,Tethyr,'weapons']
328,Lhestyn’s Hearth,Tethyr,['magic items'
328,Lhestyn’s Hearth,Tethyr,'mercenaries'
328,Lhestyn’s Hearth,Tethyr,'spices'
328,Lhestyn’s Hearth,Tethyr,'weapons']
329,Loranse,Tethyr,['magic items'
329,Loranse,Tethyr,'mercenaries'
329,Loranse,Tethyr,'spices'
329,Loranse,Tethyr,'weapons']
330,Lyllburg,Tethyr,['magic items'
330,Lyllburg,Tethyr,'mercenaries'
330,Lyllburg,Tethyr,'spices'
330,Lyllburg,Tethyr,'weapons']
331,Marakir,Tethyr,['magic items'
331,Marakir,Tethyr,'mercenaries'
331,Marakir,Tethyr,'spices'
331,Marakir,Tethyr,'weapons']
332,Maratimmir,Tethyr,['magic items'
332,Maratimmir,Tethyr,'mercenaries'
332,Maratimmir,Tethyr,'spices'
332,Maratimmir,Tethyr,'weapons']
333,Masamount,Tethyr,['magic items'
333,Masamount,Tethyr,'mercenaries'
333,Masamount,Tethyr,'spices'
333,Masamount,Tethyr,'weapons']
334,Monguldarath,Tethyr,['magic items'
334,Monguldarath,Tethyr,'mercenaries'
334,Monguldarath,Tethyr,'spices'
334,Monguldarath,Tethyr,'weapons']
335,Morninggold Keep,Tethyr,['magic items'
335,Morninggold Keep,Tethyr,'mercenaries'
335,Morninggold Keep,Tethyr,'spices'
335,Morninggold Keep,Tethyr,'weapons']
336,Mosstone,Tethyr,['magic items'
336,Mosstone,Tethyr,'mercenaries'
336,Mosstone,Tethyr,'spices'
336,Mosstone,Tethyr,'weapons']
337,Mount Noblesse,Tethyr,['magic items'
337,Mount Noblesse,Tethyr,'mercenaries'
337,Mount Noblesse,Tethyr,'spices'
337,Mount Noblesse,Tethyr,'weapons']
338,Myratma,Tethyr,['magic items'
338,Myratma,Tethyr,'mercenaries'
