row_id,settlement,region_kingdom,export_item
61,Arabel,Cormyr,'coal'
61,Arabel,Cormyr,'food'
61,Arabel,Cormyr,'swords'
61,Arabel,Cormyr,'timber']
62,Aunkspear,Cormyr,['armor'
62,Aunkspear,Cormyr,'carved ivory'
62,Aunkspear,Cormyr,'cloth'
62,Aunkspear,Cormyr,'coal'
62,Aunkspear,Cormyr,'food'
62,Aunkspear,Cormyr,'swords'
62,Aunkspear,Cormyr,'timber']
63,Battlerise,Cormyr,['armor'
63,Battlerise,Cormyr,'carved ivory'
63,Battlerise,Cormyr,'cloth'
63,Battlerise,Cormyr,'coal'
63,Battlerise,Cormyr,'food'
63,Battlerise,Cormyr,'swords'
63,Battlerise,Cormyr,'timber']
64,Besert,Cormyr,['armor'
64,Besert,Cormyr,'carved ivory'
64,Besert,Cormyr,'cloth'
64,Besert,Cormyr,'coal'
64,Besert,Cormyr,'food'
64,Besert,Cormyr,'swords'
64,Besert,Cormyr,'timber']
65,Blustich,Cormyr,['armor'
65,Blustich,Cormyr,'carved ivory'
65,Blustich,Cormyr,'cloth'
65,Blustich,Cormyr,'coal'
65,Blustich,Cormyr,'food'
65,Blustich,Cormyr,'swords'
65,Blustich,Cormyr,'timber']
66,Bogbrook,Cormyr,['armor'
66,Bogbrook,Cormyr,'carved ivory'
66,Bogbrook,Cormyr,'cloth'
66,Bogbrook,Cormyr,'coal'
66,Bogbrook,Cormyr,'food'
66,Bogbrook,Cormyr,'swords'
66,Bogbrook,Cormyr,'timber']
67,Bospir,Cormyr,['armor'
67,Bospir,Cormyr,'carved ivory'
67,Bospir,Cormyr,'cloth'
67,Bospir,Cormyr,'coal'
67,Bospir,Cormyr,'food'
67,Bospir,Cormyr,'swords'
67,Bospir,Cormyr,'timber']
68,Castle Crag,Cormyr,['armor'
68,Castle Crag,Cormyr,'carved ivory'
68,Castle Crag,Cormyr,'cloth'
68,Castle Crag,Cormyr,'coal'
68,Castle Crag,Cormyr,'food'
68,Castle Crag,Cormyr,'swords'
68,Castle Crag,Cormyr,'timber']
69,Dawngleam,Cormyr,['armor'
69,Dawngleam,Cormyr,'carved ivory'
69,Dawngleam,Cormyr,'cloth'
69,Dawngleam,Cormyr,'coal'
69,Dawngleam,Cormyr,'food'
69,Dawngleam,Cormyr,'swords'
69,Dawngleam,Cormyr,'timber']
70,Dhedluk,Cormyr,['armor'
70,Dhedluk,Cormyr,'carved ivory'
70,Dhedluk,Cormyr,'cloth'
70,Dhedluk,Cormyr,'coal'
70,Dhedluk,Cormyr,'food'
70,Dhedluk,Cormyr,'swords'
70,Dhedluk,Cormyr,'timber']
71,Dreamer’s Rock,Cormyr,['armor'
71,Dreamer’s Rock,Cormyr,'carved ivory'
71,Dreamer’s Rock,Cormyr,'cloth'
71,Dreamer’s Rock,Cormyr,'coal'
71,Dreamer’s Rock,Cormyr,'food'
71,Dreamer’s Rock,Cormyr,'swords'
71,Dreamer’s Rock,Cormyr,'timber']
72,Espar,Cormyr,['armor'
72,Espar,Cormyr,'carved ivory'
72,Espar,Cormyr,'cloth'
72,Espar,Cormyr,'coal'
72,Espar,Cormyr,'food'
72,Espar,Cormyr,'swords'
72,Espar,Cormyr,'timber']
73,Eveningstar,Cormyr,['armor'
73,Eveningstar,Cormyr,'carved ivory'
73,Eveningstar,Cormyr,'cloth'
73,Eveningstar,Cormyr,'coal'
73,Eveningstar,Cormyr,'food'
73,Eveningstar,Cormyr,'swords'
73,Eveningstar,Cormyr,'timber']
74,Ghars,Cormyr,['armor'
74,Ghars,Cormyr,'carved ivory'
74,Ghars,Cormyr,'cloth'
74,Ghars,Cormyr,'coal'
74,Ghars,Cormyr,'food'
74,Ghars,Cormyr,'swords'
74,Ghars,Cormyr,'timber']
75,Gladehap,Cormyr,['armor'
75,Gladehap,Cormyr,'carved ivory'
75,Gladehap,Cormyr,'cloth'
75,Gladehap,Cormyr,'coal'
75,Gladehap,Cormyr,'food'
75,Gladehap,Cormyr,'swords'
75,Gladehap,Cormyr,'timber']
76,Gorthin,Cormyr,['armor'
76,Gorthin,Cormyr,'carved ivory'
76,Gorthin,Cormyr,'cloth'
76,Gorthin,Cormyr,'coal'
76,Gorthin,Cormyr,'food'
76,Gorthin,Cormyr,'swords'
76,Gorthin,Cormyr,'timber']
77,Gray Oaks,Cormyr,['armor'
77,Gray Oaks,Cormyr,'carved ivory'
77,Gray Oaks,Cormyr,'cloth'
77,Gray Oaks,Cormyr,'coal'
77,Gray Oaks,Cormyr,'food'
77,Gray Oaks,Cormyr,'swords'
77,Gray Oaks,Cormyr,'timber']
78,Halfhap,Cormyr,['armor'
78,Halfhap,Cormyr,'carved ivory'
78,Halfhap,Cormyr,'cloth'
78,Halfhap,Cormyr,'coal'
78,Halfhap,Cormyr,'food'
78,Halfhap,Cormyr,'swords'
78,Halfhap,Cormyr,'timber']
79,High Horn,Cormyr,['armor'
79,High Horn,Cormyr,'carved ivory'
79,High Horn,Cormyr,'cloth'
79,High Horn,Cormyr,'coal'
79,High Horn,Cormyr,'food'
79,High Horn,Cormyr,'swords'
79,High Horn,Cormyr,'timber']
80,Hillmarch,Cormyr,['armor'
80,Hillmarch,Cormyr,'carved ivory'
80,Hillmarch,Cormyr,'cloth'
80,Hillmarch,Cormyr,'coal'
80,Hillmarch,Cormyr,'food'
80,Hillmarch,Cormyr,'swords'
80,Hillmarch,Cormyr,'timber']
81,Hilp,Cormyr,['armor'
81,Hilp,Cormyr,'carved ivory'
81,Hilp,Cormyr,'cloth'
81,Hilp,Cormyr,'coal'
81,Hilp,Cormyr,'food'
81,Hilp,Cormyr,'swords'
81,Hilp,Cormyr,'timber']
82,Hultail,Cormyr,['armor'
82,Hultail,Cormyr,'carved ivory'
82,Hultail,Cormyr,'cloth'
82,Hultail,Cormyr,'coal'
82,Hultail,Cormyr,'food'
82,Hultail,Cormyr,'swords'
82,Hultail,Cormyr,'timber']
83,Immersea,Cormyr,['armor'
83,Immersea,Cormyr,'carved ivory'
83,Immersea,Cormyr,'cloth'
83,Immersea,Cormyr,'coal'
83,Immersea,Cormyr,'food'
83,Immersea,Cormyr,'swords'
83,Immersea,Cormyr,'timber']
84,Juniril,Cormyr,['armor'
84,Juniril,Cormyr,'carved ivory'
84,Juniril,Cormyr,'cloth'
84,Juniril,Cormyr,'coal'
84,Juniril,Cormyr,'food'
84,Juniril,Cormyr,'swords'
84,Juniril,Cormyr,'timber']
85,Kallamarn,Cormyr,['armor'
85,Kallamarn,Cormyr,'carved ivory'
85,Kallamarn,Cormyr,'cloth'
85,Kallamarn,Cormyr,'coal'
85,Kallamarn,Cormyr,'food'
85,Kallamarn,Cormyr,'swords'
85,Kallamarn,Cormyr,'timber']
86,Kirinwood,Cormyr,['armor'
86,Kirinwood,Cormyr,'carved ivory'
86,Kirinwood,Cormyr,'cloth'
86,Kirinwood,Cormyr,'coal'
86,Kirinwood,Cormyr,'food'
86,Kirinwood,Cormyr,'swords'
86,Kirinwood,Cormyr,'timber']
87,Knightswood,Cormyr,['armor'
87,Knightswood,Cormyr,'carved ivory'
87,Knightswood,Cormyr,'cloth'
87,Knightswood,Cormyr,'coal'
87,Knightswood,Cormyr,'food'
87,Knightswood,Cormyr,'swords'
87,Knightswood,Cormyr,'timber']
88,Marsark’s Grove,Cormyr,['armor'
88,Marsark’s Grove,Cormyr,'carved ivory'
88,Marsark’s Grove,Cormyr,'cloth'
88,Marsark’s Grove,Cormyr,'coal'
88,Marsark’s Grove,Cormyr,'food'
88,Marsark’s Grove,Cormyr,'swords'
88,Marsark’s Grove,Cormyr,'timber']
89,Marsember,Cormyr,['armor'
89,Marsember,Cormyr,'carved ivory'
89,Marsember,Cormyr,'cloth'
89,Marsember,Cormyr,'coal'
89,Marsember,Cormyr,'food'
89,Marsember,Cormyr,'swords'
89,Marsember,Cormyr,'timber']
90,Minroe,Cormyr,['armor'
90,Minroe,Cormyr,'carved ivory'
90,Minroe,Cormyr,'cloth'
90,Minroe,Cormyr,'coal'
90,Minroe,Cormyr,'food'
90,Minroe,Cormyr,'swords'
90,Minroe,Cormyr,'timber']
91,Monksblade,Cormyr,['armor'
91,Monksblade,Cormyr,'carved ivory'
91,Monksblade,Cormyr,'cloth'
91,Monksblade,Cormyr,'coal'
91,Monksblade,Cormyr,'food'
91,Monksblade,Cormyr,'swords'
91,Monksblade,Cormyr,'timber']
92,Moonever,Cormyr,['armor'
92,Moonever,Cormyr,'carved ivory'
92,Moonever,Cormyr,'cloth'
92,Moonever,Cormyr,'coal'
92,Moonever,Cormyr,'food'
92,Moonever,Cormyr,'swords'
92,Moonever,Cormyr,'timber']
93,Mouth O’ Gargoyles,Cormyr,['armor'
93,Mouth O’ Gargoyles,Cormyr,'carved ivory'
93,Mouth O’ Gargoyles,Cormyr,'cloth'
93,Mouth O’ Gargoyles,Cormyr,'coal'
93,Mouth O’ Gargoyles,Cormyr,'food'
93,Mouth O’ Gargoyles,Cormyr,'swords'
93,Mouth O’ Gargoyles,Cormyr,'timber']
94,Nesmyth,Cormyr,['armor'
94,Nesmyth,Cormyr,'carved ivory'
94,Nesmyth,Cormyr,'cloth'
94,Nesmyth,Cormyr,'coal'
94,Nesmyth,Cormyr,'food'
94,Nesmyth,Cormyr,'swords'
94,Nesmyth,Cormyr,'timber']
95,Ongul’s Water,Cormyr,['armor'
95,Ongul’s Water,Cormyr,'carved ivory'
95,Ongul’s Water,Cormyr,'cloth'
95,Ongul’s Water,Cormyr,'coal'
95,Ongul’s Water,Cormyr,'food'
95,Ongul’s Water,Cormyr,'swords'
95,Ongul’s Water,Cormyr,'timber']
96,Redspring,Cormyr,['armor'
96,Redspring,Cormyr,'carved ivory'
96,Redspring,Cormyr,'cloth'
96,Redspring,Cormyr,'coal'
96,Redspring,Cormyr,'food'
96,Redspring,Cormyr,'swords'
96,Redspring,Cormyr,'timber']
97,Smuggler’s Stone,Cormyr,['armor'
97,Smuggler’s Stone,Cormyr,'carved ivory'
97,Smuggler’s Stone,Cormyr,'cloth'
97,Smuggler’s Stone,Cormyr,'coal'
97,Smuggler’s Stone,Cormyr,'food'
97,Smuggler’s Stone,Cormyr,'swords'
97,Smuggler’s Stone,Cormyr,'timber']
98,Stag Steads,Cormyr,['armor'
98,Stag Steads,Cormyr,'carved ivory'
98,Stag Steads,Cormyr,'cloth'
98,Stag Steads,Cormyr,'coal'
98,Stag Steads,Cormyr,'food'
98,Stag Steads,Cormyr,'swords'
98,Stag Steads,Cormyr,'timber']
99,Sunset Hill,Cormyr,['armor'
99,Sunset Hill,Cormyr,'carved ivory'
99,Sunset Hill,Cormyr,'cloth'
99,Sunset Hill,Cormyr,'coal'
99,Sunset Hill,Cormyr,'food'
99,Sunset Hill,Cormyr,'swords'
99,Sunset Hill,Cormyr,'timber']
100,Thunderstone,Cormyr,['armor'
100,Thunderstone,Cormyr,'carved ivory'
100,Thunderstone,Cormyr,'cloth'
100,Thunderstone,Cormyr,'coal'
100,Thunderstone,Cormyr,'food'
100,Thunderstone,Cormyr,'swords'
100,Thunderstone,Cormyr,'timber']
101,Tilverton,Cormyr,['armor'
101,Tilverton,Cormyr,'carved ivory'
101,Tilverton,Cormyr,'cloth'
101,Tilverton,Cormyr,'coal'
101,Tilverton,Cormyr,'food'
101,Tilverton,Cormyr,'swords'
101,Tilverton,Cormyr,'timber']
102,Tyrluk,Cormyr,['armor'
102,Tyrluk,Cormyr,'carved ivory'
102,Tyrluk,Cormyr,'cloth'
102,Tyrluk,Cormyr,'coal'
102,Tyrluk,Cormyr,'food'
102,Tyrluk,Cormyr,'swords'
102,Tyrluk,Cormyr,'timber']
103,Waymoot,Cormyr,['armor'
103,Waymoot,Cormyr,'carved ivory'
103,Waymoot,Cormyr,'cloth'
103,Waymoot,Cormyr,'coal'
103,Waymoot,Cormyr,'food'
103,Waymoot,Cormyr,'swords'
103,Waymoot,Cormyr,'timber']
104,Wheloon,Cormyr,['armor'
104,Wheloon,Cormyr,'carved ivory'
104,Wheloon,Cormyr,'cloth'
104,Wheloon,Cormyr,'coal'
104,Wheloon,Cormyr,'food'
104,Wheloon,Cormyr,'swords'
104,Wheloon,Cormyr,'timber']
105,Wormtower,Cormyr,['armor'
105,Wormtower,Cormyr,'carved ivory'
105,Wormtower,Cormyr,'cloth'
105,Wormtower,Cormyr,'coal'
105,Wormtower,Cormyr,'food'
105,Wormtower,Cormyr,'swords'
105,Wormtower,Cormyr,'timber']
106,Yeoman Bridge,Cormyr,['armor'
106,Yeoman Bridge,Cormyr,'carved ivory'
106,Yeoman Bridge,Cormyr,'cloth'
106,Yeoman Bridge,Cormyr,'coal'
106,Yeoman Bridge,Cormyr,'food'
106,Yeoman Bridge,Cormyr,'swords'
106,Yeoman Bridge,Cormyr,'timber']
142,Halarahh,Halruaa,['electrum'
142,Halarahh,Halruaa,'gold'
142,Halarahh,Halruaa,'haerlu wine']
143,Achelar,Halruaa,['electrum'
143,Achelar,Halruaa,'gold'
143,Achelar,Halruaa,'haerlu wine']
144,Alathil,Halruaa,['electrum'
144,Alathil,Halruaa,'gold'
144,Alathil,Halruaa,'haerlu wine']
145,Alu,Halruaa,['electrum'
145,Alu,Halruaa,'gold'
145,Alu,Halruaa,'haerlu wine']
146,Aluarim,Halruaa,['electrum'
146,Aluarim,Halruaa,'gold'
146,Aluarim,Halruaa,'haerlu wine']
147,Assundath,Halruaa,['electrum'
147,Assundath,Halruaa,'gold'
147,Assundath,Halruaa,'haerlu wine']
148,Bathmé,Halruaa,['electrum'
148,Bathmé,Halruaa,'gold'
148,Bathmé,Halruaa,'haerlu wine']
149,Borah,Halruaa,['electrum'
149,Borah,Halruaa,'gold'
149,Borah,Halruaa,'haerlu wine']
150,Edouura,Halruaa,['electrum'
150,Edouura,Halruaa,'gold'
150,Edouura,Halruaa,'haerlu wine']
151,Elchul,Halruaa,['electrum'
151,Elchul,Halruaa,'gold'
151,Elchul,Halruaa,'haerlu wine']
152,Eru,Halruaa,['electrum'
152,Eru,Halruaa,'gold'
152,Eru,Halruaa,'haerlu wine']
153,Galdel,Halruaa,['electrum'
153,Galdel,Halruaa,'gold'
153,Galdel,Halruaa,'haerlu wine']
154,Githim,Halruaa,['electrum'
154,Githim,Halruaa,'gold'
154,Githim,Halruaa,'haerlu wine']
155,Halabar,Halruaa,['electrum'
155,Halabar,Halruaa,'gold'
155,Halabar,Halruaa,'haerlu wine']
156,Halagard,Halruaa,['electrum'
156,Halagard,Halruaa,'gold'
156,Halagard,Halruaa,'haerlu wine']
157,Halazé,Halruaa,['electrum'
157,Halazé,Halruaa,'gold'
157,Halazé,Halruaa,'haerlu wine']
158,Hamphal,Halruaa,['electrum'
158,Hamphal,Halruaa,'gold'
158,Hamphal,Halruaa,'haerlu wine']
159,Khaerbaal,Halruaa,['electrum'
159,Khaerbaal,Halruaa,'gold'
159,Khaerbaal,Halruaa,'haerlu wine']
160,Kithyym,Halruaa,['electrum'
160,Kithyym,Halruaa,'gold'
160,Kithyym,Halruaa,'haerlu wine']
161,Lath,Halruaa,['electrum'
161,Lath,Halruaa,'gold'
161,Lath,Halruaa,'haerlu wine']
162,Letharr,Halruaa,['electrum'
162,Letharr,Halruaa,'gold'
162,Letharr,Halruaa,'haerlu wine']
163,Lhaddas,Halruaa,['electrum'
163,Lhaddas,Halruaa,'gold'
163,Lhaddas,Halruaa,'haerlu wine']
164,Lhair,Halruaa,['electrum'
164,Lhair,Halruaa,'gold'
164,Lhair,Halruaa,'haerlu wine']
165,Maerass,Halruaa,['electrum'
165,Maerass,Halruaa,'gold'
165,Maerass,Halruaa,'haerlu wine']
166,Maeruhal,Halruaa,['electrum'
166,Maeruhal,Halruaa,'gold'
166,Maeruhal,Halruaa,'haerlu wine']
167,Maerzalar,Halruaa,['electrum'
167,Maerzalar,Halruaa,'gold'
167,Maerzalar,Halruaa,'haerlu wine']
168,Maezoun,Halruaa,['electrum'
168,Maezoun,Halruaa,'gold'
168,Maezoun,Halruaa,'haerlu wine']
169,Mairb,Halruaa,['electrum'
169,Mairb,Halruaa,'gold'
169,Mairb,Halruaa,'haerlu wine']
170,Martass,Halruaa,['electrum'
170,Martass,Halruaa,'gold'
170,Martass,Halruaa,'haerlu wine']
171,Mithel,Halruaa,['electrum'
171,Mithel,Halruaa,'gold'
171,Mithel,Halruaa,'haerlu wine']
172,Mithtar,Halruaa,['electrum'
172,Mithtar,Halruaa,'gold'
172,Mithtar,Halruaa,'haerlu wine']
173,Nishtul,Halruaa,['electrum'
173,Nishtul,Halruaa,'gold'
173,Nishtul,Halruaa,'haerlu wine']
174,Nuulatha,Halruaa,['electrum'
174,Nuulatha,Halruaa,'gold'
174,Nuulatha,Halruaa,'haerlu wine']
175,Orbedal,Halruaa,['electrum'
175,Orbedal,Halruaa,'gold'
175,Orbedal,Halruaa,'haerlu wine']
176,Rulasuu,Halruaa,['electrum'
176,Rulasuu,Halruaa,'gold'
176,Rulasuu,Halruaa,'haerlu wine']
177,Rwamphaler,Halruaa,['electrum'
177,Rwamphaler,Halruaa,'gold'
177,Rwamphaler,Halruaa,'haerlu wine']
178,Salhantar,Halruaa,['electrum'
178,Salhantar,Halruaa,'gold'
178,Salhantar,Halruaa,'haerlu wine']
179,Ssorsil,Halruaa,['electrum'
179,Ssorsil,Halruaa,'gold'
179,Ssorsil,Halruaa,'haerlu wine']
180,Sulaziir,Halruaa,['electrum'
180,Sulaziir,Halruaa,'gold'
180,Sulaziir,Halruaa,'haerlu wine']
181,Talathgard,Halruaa,['electrum'
181,Talathgard,Halruaa,'gold'
181,Talathgard,Halruaa,'haerlu wine']
182,Thilzoun,Halruaa,['electrum'
182,Thilzoun,Halruaa,'gold'
182,Thilzoun,Halruaa,'haerlu wine']
183,Thom,Halruaa,['electrum'
183,Thom,Halruaa,'gold'
183,Thom,Halruaa,'haerlu wine']
184,Yaulazna,Halruaa,['electrum'
184,Yaulazna,Halruaa,'gold'
184,Yaulazna,Halruaa,'haerlu wine']
185,Zalazuu,Halruaa,['electrum'
185,Zalazuu,Halruaa,'gold'
185,Zalazuu,Halruaa,'haerlu wine']
186,Zhal,Halruaa,['electrum'
186,Zhal,Halruaa,'gold'
186,Zhal,Halruaa,'haerlu wine']
187,Zoundar,Halruaa,['electrum'
187,Zoundar,Halruaa,'gold'
187,Zoundar,Halruaa,'haerlu wine']
188,Zzuntal,Halruaa,['electrum'
188,Zzuntal,Halruaa,'gold'
188,Zzuntal,Halruaa,'haerlu wine']
189,Lyrabar,Impiltur,['gems'
189,Lyrabar,Impiltur,'bloodstone'
189,Lyrabar,Impiltur,'gold'
189,Lyrabar,Impiltur,'iron'
189,Lyrabar,Impiltur,'silver'
189,Lyrabar,Impiltur,'trade goods from damara and earthfast']
190,Arn’s Cove,Impiltur,['gems'
190,Arn’s Cove,Impiltur,'bloodstone'
190,Arn’s Cove,Impiltur,'gold'
190,Arn’s Cove,Impiltur,'iron'
190,Arn’s Cove,Impiltur,'silver'
190,Arn’s Cove,Impiltur,'trade goods from damara and earthfast']
191,Bay Town,Impiltur,['gems'
191,Bay Town,Impiltur,'bloodstone'
191,Bay Town,Impiltur,'gold'
191,Bay Town,Impiltur,'iron'
191,Bay Town,Impiltur,'silver'
191,Bay Town,Impiltur,'trade goods from damara and earthfast']
192,Borgar’s Mill,Impiltur,['gems'
192,Borgar’s Mill,Impiltur,'bloodstone'
192,Borgar’s Mill,Impiltur,'gold'
192,Borgar’s Mill,Impiltur,'iron'
192,Borgar’s Mill,Impiltur,'silver'
192,Borgar’s Mill,Impiltur,'trade goods from damara and earthfast']
193,Cairnpur,Impiltur,['gems'
193,Cairnpur,Impiltur,'bloodstone'
193,Cairnpur,Impiltur,'gold'
193,Cairnpur,Impiltur,'iron'
193,Cairnpur,Impiltur,'silver'
193,Cairnpur,Impiltur,'trade goods from damara and earthfast']
194,Dilpur,Impiltur,['gems'
194,Dilpur,Impiltur,'bloodstone'
194,Dilpur,Impiltur,'gold'
194,Dilpur,Impiltur,'iron'
194,Dilpur,Impiltur,'silver'
194,Dilpur,Impiltur,'trade goods from damara and earthfast']
195,Filur,Impiltur,['gems'
195,Filur,Impiltur,'bloodstone'
195,Filur,Impiltur,'gold'
195,Filur,Impiltur,'iron'
195,Filur,Impiltur,'silver'
195,Filur,Impiltur,'trade goods from damara and earthfast']
196,Guidodale,Impiltur,['gems'
196,Guidodale,Impiltur,'bloodstone'
196,Guidodale,Impiltur,'gold'
196,Guidodale,Impiltur,'iron'
196,Guidodale,Impiltur,'silver'
196,Guidodale,Impiltur,'trade goods from damara and earthfast']
197,Hlammach,Impiltur,['gems'
197,Hlammach,Impiltur,'bloodstone'
197,Hlammach,Impiltur,'gold'
197,Hlammach,Impiltur,'iron'
197,Hlammach,Impiltur,'silver'
197,Hlammach,Impiltur,'trade goods from damara and earthfast']
198,Ilmwatch,Impiltur,['gems'
198,Ilmwatch,Impiltur,'bloodstone'
198,Ilmwatch,Impiltur,'gold'
198,Ilmwatch,Impiltur,'iron'
198,Ilmwatch,Impiltur,'silver'
198,Ilmwatch,Impiltur,'trade goods from damara and earthfast']
199,Kielbast,Impiltur,['gems'
199,Kielbast,Impiltur,'bloodstone'
199,Kielbast,Impiltur,'gold'
199,Kielbast,Impiltur,'iron'
199,Kielbast,Impiltur,'silver'
199,Kielbast,Impiltur,'trade goods from damara and earthfast']
200,Laviguer,Impiltur,['gems'
200,Laviguer,Impiltur,'bloodstone'
200,Laviguer,Impiltur,'gold'
200,Laviguer,Impiltur,'iron'
200,Laviguer,Impiltur,'silver'
200,Laviguer,Impiltur,'trade goods from damara and earthfast']
201,Lenchford,Impiltur,['gems'
201,Lenchford,Impiltur,'bloodstone'
201,Lenchford,Impiltur,'gold'
201,Lenchford,Impiltur,'iron'
201,Lenchford,Impiltur,'silver'
201,Lenchford,Impiltur,'trade goods from damara and earthfast']
202,Maracrath,Impiltur,['gems'
202,Maracrath,Impiltur,'bloodstone'
202,Maracrath,Impiltur,'gold'
202,Maracrath,Impiltur,'iron'
202,Maracrath,Impiltur,'silver'
202,Maracrath,Impiltur,'trade goods from damara and earthfast']
203,Mulltown,Impiltur,['gems'
203,Mulltown,Impiltur,'bloodstone'
203,Mulltown,Impiltur,'gold'
203,Mulltown,Impiltur,'iron'
203,Mulltown,Impiltur,'silver'
203,Mulltown,Impiltur,'trade goods from damara and earthfast']
204,New Moranay,Impiltur,['gems'
204,New Moranay,Impiltur,'bloodstone'
204,New Moranay,Impiltur,'gold'
204,New Moranay,Impiltur,'iron'
204,New Moranay,Impiltur,'silver'
204,New Moranay,Impiltur,'trade goods from damara and earthfast']
205,New Sarshel,Impiltur,['gems'
205,New Sarshel,Impiltur,'bloodstone'
205,New Sarshel,Impiltur,'gold'
205,New Sarshel,Impiltur,'iron'
205,New Sarshel,Impiltur,'silver'
205,New Sarshel,Impiltur,'trade goods from damara and earthfast']
206,Outentown,Impiltur,['gems'
206,Outentown,Impiltur,'bloodstone'
206,Outentown,Impiltur,'gold'
206,Outentown,Impiltur,'iron'
206,Outentown,Impiltur,'silver'
206,Outentown,Impiltur,'trade goods from damara and earthfast']
207,Pick ‘n’ Axe,Impiltur,['gems'
207,Pick ‘n’ Axe,Impiltur,'bloodstone'
207,Pick ‘n’ Axe,Impiltur,'gold'
207,Pick ‘n’ Axe,Impiltur,'iron'
207,Pick ‘n’ Axe,Impiltur,'silver'
207,Pick ‘n’ Axe,Impiltur,'trade goods from damara and earthfast']
208,Red Bluffs,Impiltur,['gems'
208,Red Bluffs,Impiltur,'bloodstone'
208,Red Bluffs,Impiltur,'gold'
208,Red Bluffs,Impiltur,'iron'
208,Red Bluffs,Impiltur,'silver'
208,Red Bluffs,Impiltur,'trade goods from damara and earthfast']
209,Relgar’s Ford,Impiltur,['gems'
209,Relgar’s Ford,Impiltur,'bloodstone'
209,Relgar’s Ford,Impiltur,'gold'
209,Relgar’s Ford,Impiltur,'iron'
209,Relgar’s Ford,Impiltur,'silver'
209,Relgar’s Ford,Impiltur,'trade goods from damara and earthfast']
210,Sarshel,Impiltur,['gems'
210,Sarshel,Impiltur,'bloodstone'
210,Sarshel,Impiltur,'gold'
210,Sarshel,Impiltur,'iron'
210,Sarshel,Impiltur,'silver'
210,Sarshel,Impiltur,'trade goods from damara and earthfast']
211,Songhal,Impiltur,['gems'
211,Songhal,Impiltur,'bloodstone'
211,Songhal,Impiltur,'gold'
211,Songhal,Impiltur,'iron'
211,Songhal,Impiltur,'silver'
211,Songhal,Impiltur,'trade goods from damara and earthfast']
212,Thelnam,Impiltur,['gems'
212,Thelnam,Impiltur,'bloodstone'
212,Thelnam,Impiltur,'gold'
212,Thelnam,Impiltur,'iron'
212,Thelnam,Impiltur,'silver'
212,Thelnam,Impiltur,'trade goods from damara and earthfast']
213,Three Horns,Impiltur,['gems'
213,Three Horns,Impiltur,'bloodstone'
213,Three Horns,Impiltur,'gold'
213,Three Horns,Impiltur,'iron'
213,Three Horns,Impiltur,'silver'
213,Three Horns,Impiltur,'trade goods from damara and earthfast']
214,Timbertown,Impiltur,['gems'
214,Timbertown,Impiltur,'bloodstone'
214,Timbertown,Impiltur,'gold'
214,Timbertown,Impiltur,'iron'
214,Timbertown,Impiltur,'silver'
214,Timbertown,Impiltur,'trade goods from damara and earthfast']
215,Vordric Dun,Impiltur,['gems'
215,Vordric Dun,Impiltur,'bloodstone'
215,Vordric Dun,Impiltur,'gold'
215,Vordric Dun,Impiltur,'iron'
215,Vordric Dun,Impiltur,'silver'
215,Vordric Dun,Impiltur,'trade goods from damara and earthfast']
216,Caer Callidyrr,Moonshae,['armour'
216,Caer Callidyrr,Moonshae,'rose-gold'
216,Caer Callidyrr,Moonshae,'timber'
216,Caer Callidyrr,Moonshae,'weapons']
217,Aithelar,Moonshae,['armour'
217,Aithelar,Moonshae,'rose-gold'
217,Aithelar,Moonshae,'timber'
217,Aithelar,Moonshae,'weapons']
218,Blackstone,Moonshae,['armour'
218,Blackstone,Moonshae,'rose-gold'
218,Blackstone,Moonshae,'timber'
218,Blackstone,Moonshae,'weapons']
219,Blythe,Moonshae,['armour'
219,Blythe,Moonshae,'rose-gold'
219,Blythe,Moonshae,'timber'
219,Blythe,Moonshae,'weapons']
220,Borth,Moonshae,['armour'
220,Borth,Moonshae,'rose-gold'
220,Borth,Moonshae,'timber'
220,Borth,Moonshae,'weapons']
221,Bounty,Moonshae,['armour'
221,Bounty,Moonshae,'rose-gold'
221,Bounty,Moonshae,'timber'
221,Bounty,Moonshae,'weapons']
222,Brannoch,Moonshae,['armour'
222,Brannoch,Moonshae,'rose-gold'
222,Brannoch,Moonshae,'timber'
222,Brannoch,Moonshae,'weapons']
223,Bray,Moonshae,['armour'
223,Bray,Moonshae,'rose-gold'
223,Bray,Moonshae,'timber'
223,Bray,Moonshae,'weapons']
224,Cambro,Moonshae,['armour'
224,Cambro,Moonshae,'rose-gold'
224,Cambro,Moonshae,'timber'
224,Cambro,Moonshae,'weapons']
225,Caer Corwell,Moonshae,['armour'
225,Caer Corwell,Moonshae,'rose-gold'
225,Caer Corwell,Moonshae,'timber'
225,Caer Corwell,Moonshae,'weapons']
226,Caer Moray,Moonshae,['armour'
226,Caer Moray,Moonshae,'rose-gold'
226,Caer Moray,Moonshae,'timber'
226,Caer Moray,Moonshae,'weapons']
227,Caer Westphal,Moonshae,['armour'
227,Caer Westphal,Moonshae,'rose-gold'
227,Caer Westphal,Moonshae,'timber'
227,Caer Westphal,Moonshae,'weapons']
228,Caervu,Moonshae,['armour'
228,Caervu,Moonshae,'rose-gold'
228,Caervu,Moonshae,'timber'
228,Caervu,Moonshae,'weapons']
229,Cobh,Moonshae,['armour'
229,Cobh,Moonshae,'rose-gold'
229,Cobh,Moonshae,'timber'
229,Cobh,Moonshae,'weapons']
230,Codfin,Moonshae,['armour'
