row_id,settlement,region_kingdom,social_class,share
87,Knightswood,Cormyr,Modest,1002.0
87,Knightswood,Cormyr,Poor,1745.0
87,Knightswood,Cormyr,Squalid,1219.0
87,Knightswood,Cormyr,Wretched,309.0
88,Marsark’s Grove,Cormyr,Aristocratic,0.0
88,Marsark’s Grove,Cormyr,Wealthy,50.0
88,Marsark’s Grove,Cormyr,Comfortable,180.0
88,Marsark’s Grove,Cormyr,Modest,297.0
88,Marsark’s Grove,Cormyr,Poor,842.0
88,Marsark’s Grove,Cormyr,Squalid,595.0
88,Marsark’s Grove,Cormyr,Wretched,138.0
89,Marsember,Cormyr,Aristocratic,0.0
89,Marsember,Cormyr,Wealthy,43.0
89,Marsember,Cormyr,Comfortable,273.0
89,Marsember,Cormyr,Modest,711.0
89,Marsember,Cormyr,Poor,1074.0
89,Marsember,Cormyr,Squalid,691.0
89,Marsember,Cormyr,Wretched,142.0
90,Minroe,Cormyr,Aristocratic,0.0
90,Minroe,Cormyr,Wealthy,2.0
90,Minroe,Cormyr,Comfortable,24.0
90,Minroe,Cormyr,Modest,63.0
90,Minroe,Cormyr,Poor,155.0
90,Minroe,Cormyr,Squalid,132.0
90,Minroe,Cormyr,Wretched,7.0
91,Monksblade,Cormyr,Aristocratic,0.0
91,Monksblade,Cormyr,Wealthy,1.0
91,Monksblade,Cormyr,Comfortable,17.0
91,Monksblade,Cormyr,Modest,36.0
91,Monksblade,Cormyr,Poor,99.0
91,Monksblade,Cormyr,Squalid,88.0
91,Monksblade,Cormyr,Wretched,3.0
92,Moonever,Cormyr,Aristocratic,0.0
92,Moonever,Cormyr,Wealthy,5.0
92,Moonever,Cormyr,Comfortable,35.0
92,Moonever,Cormyr,Modest,160.0
92,Moonever,Cormyr,Poor,248.0
92,Moonever,Cormyr,Squalid,158.0
92,Moonever,Cormyr,Wretched,14.0
93,Mouth O’ Gargoyles,Cormyr,Aristocratic,0.0
93,Mouth O’ Gargoyles,Cormyr,Wealthy,0.0
93,Mouth O’ Gargoyles,Cormyr,Comfortable,20.0
93,Mouth O’ Gargoyles,Cormyr,Modest,41.0
93,Mouth O’ Gargoyles,Cormyr,Poor,157.0
93,Mouth O’ Gargoyles,Cormyr,Squalid,73.0
93,Mouth O’ Gargoyles,Cormyr,Wretched,6.0
94,Nesmyth,Cormyr,Aristocratic,0.0
94,Nesmyth,Cormyr,Wealthy,0.0
94,Nesmyth,Cormyr,Comfortable,23.0
94,Nesmyth,Cormyr,Modest,92.0
94,Nesmyth,Cormyr,Poor,165.0
94,Nesmyth,Cormyr,Squalid,149.0
94,Nesmyth,Cormyr,Wretched,5.0
95,Ongul’s Water,Cormyr,Aristocratic,0.0
95,Ongul’s Water,Cormyr,Wealthy,1.0
95,Ongul’s Water,Cormyr,Comfortable,34.0
95,Ongul’s Water,Cormyr,Modest,88.0
95,Ongul’s Water,Cormyr,Poor,189.0
95,Ongul’s Water,Cormyr,Squalid,126.0
95,Ongul’s Water,Cormyr,Wretched,10.0
96,Redspring,Cormyr,Aristocratic,2.0
96,Redspring,Cormyr,Wealthy,78.0
96,Redspring,Cormyr,Comfortable,415.0
96,Redspring,Cormyr,Modest,1155.0
96,Redspring,Cormyr,Poor,1874.0
96,Redspring,Cormyr,Squalid,1365.0
96,Redspring,Cormyr,Wretched,257.0
97,Smuggler’s Stone,Cormyr,Aristocratic,0.0
97,Smuggler’s Stone,Cormyr,Wealthy,7.0
97,Smuggler’s Stone,Cormyr,Comfortable,38.0
97,Smuggler’s Stone,Cormyr,Modest,109.0
97,Smuggler’s Stone,Cormyr,Poor,304.0
97,Smuggler’s Stone,Cormyr,Squalid,159.0
97,Smuggler’s Stone,Cormyr,Wretched,16.0
98,Stag Steads,Cormyr,Aristocratic,1.0
98,Stag Steads,Cormyr,Wealthy,59.0
98,Stag Steads,Cormyr,Comfortable,358.0
98,Stag Steads,Cormyr,Modest,732.0
98,Stag Steads,Cormyr,Poor,1637.0
98,Stag Steads,Cormyr,Squalid,1319.0
98,Stag Steads,Cormyr,Wretched,308.0
99,Sunset Hill,Cormyr,Aristocratic,0.0
99,Sunset Hill,Cormyr,Wealthy,2.0
99,Sunset Hill,Cormyr,Comfortable,52.0
99,Sunset Hill,Cormyr,Modest,141.0
99,Sunset Hill,Cormyr,Poor,325.0
99,Sunset Hill,Cormyr,Squalid,248.0
99,Sunset Hill,Cormyr,Wretched,16.0
100,Thunderstone,Cormyr,Aristocratic,0.0
100,Thunderstone,Cormyr,Wealthy,31.0
100,Thunderstone,Cormyr,Comfortable,122.0
100,Thunderstone,Cormyr,Modest,297.0
100,Thunderstone,Cormyr,Poor,579.0
100,Thunderstone,Cormyr,Squalid,378.0
100,Thunderstone,Cormyr,Wretched,80.0
101,Tilverton,Cormyr,Aristocratic,1.0
101,Tilverton,Cormyr,Wealthy,171.0
101,Tilverton,Cormyr,Comfortable,741.0
101,Tilverton,Cormyr,Modest,1972.0
101,Tilverton,Cormyr,Poor,2961.0
101,Tilverton,Cormyr,Squalid,2345.0
101,Tilverton,Cormyr,Wretched,736.0
102,Tyrluk,Cormyr,Aristocratic,0.0
102,Tyrluk,Cormyr,Wealthy,0.0
102,Tyrluk,Cormyr,Comfortable,11.0
102,Tyrluk,Cormyr,Modest,36.0
102,Tyrluk,Cormyr,Poor,59.0
102,Tyrluk,Cormyr,Squalid,32.0
102,Tyrluk,Cormyr,Wretched,2.0
103,Waymoot,Cormyr,Aristocratic,0.0
103,Waymoot,Cormyr,Wealthy,28.0
103,Waymoot,Cormyr,Comfortable,134.0
103,Waymoot,Cormyr,Modest,300.0
103,Waymoot,Cormyr,Poor,600.0
103,Waymoot,Cormyr,Squalid,559.0
103,Waymoot,Cormyr,Wretched,137.0
104,Wheloon,Cormyr,Aristocratic,1.0
104,Wheloon,Cormyr,Wealthy,94.0
104,Wheloon,Cormyr,Comfortable,458.0
104,Wheloon,Cormyr,Modest,1588.0
104,Wheloon,Cormyr,Poor,2315.0
104,Wheloon,Cormyr,Squalid,1367.0
104,Wheloon,Cormyr,Wretched,445.0
105,Wormtower,Cormyr,Aristocratic,2.0
105,Wormtower,Cormyr,Wealthy,94.0
105,Wormtower,Cormyr,Comfortable,363.0
105,Wormtower,Cormyr,Modest,698.0
105,Wormtower,Cormyr,Poor,1923.0
105,Wormtower,Cormyr,Squalid,1004.0
105,Wormtower,Cormyr,Wretched,395.0
106,Yeoman Bridge,Cormyr,Aristocratic,0.0
106,Yeoman Bridge,Cormyr,Wealthy,68.0
106,Yeoman Bridge,Cormyr,Comfortable,373.0
106,Yeoman Bridge,Cormyr,Modest,1080.0
106,Yeoman Bridge,Cormyr,Poor,1957.0
106,Yeoman Bridge,Cormyr,Squalid,1644.0
106,Yeoman Bridge,Cormyr,Wretched,217.0
107,Heliogabalus,Damara,Aristocratic,208.0
107,Heliogabalus,Damara,Wealthy,549.0
107,Heliogabalus,Damara,Comfortable,4599.0
107,Heliogabalus,Damara,Modest,5928.0
107,Heliogabalus,Damara,Poor,15253.0
107,Heliogabalus,Damara,Squalid,14624.0
107,Heliogabalus,Damara,Wretched,2994.0
108,Bloodstone Gate,Damara,Aristocratic,41.0
108,Bloodstone Gate,Damara,Wealthy,323.0
108,Bloodstone Gate,Damara,Comfortable,1303.0
108,Bloodstone Gate,Damara,Modest,1568.0
108,Bloodstone Gate,Damara,Poor,3935.0
108,Bloodstone Gate,Damara,Squalid,3183.0
108,Bloodstone Gate,Damara,Wretched,783.0
109,Bloodstone Town,Damara,Aristocratic,1.0
109,Bloodstone Town,Damara,Wealthy,90.0
109,Bloodstone Town,Damara,Comfortable,465.0
109,Bloodstone Town,Damara,Modest,711.0
109,Bloodstone Town,Damara,Poor,2110.0
109,Bloodstone Town,Damara,Squalid,1888.0
109,Bloodstone Town,Damara,Wretched,505.0
110,Brotha,Damara,Aristocratic,0.0
110,Brotha,Damara,Wealthy,3.0
110,Brotha,Damara,Comfortable,22.0
110,Brotha,Damara,Modest,59.0
110,Brotha,Damara,Poor,131.0
110,Brotha,Damara,Squalid,103.0
110,Brotha,Damara,Wretched,5.0
111,Cutrock,Damara,Aristocratic,0.0
111,Cutrock,Damara,Wealthy,48.0
111,Cutrock,Damara,Comfortable,245.0
111,Cutrock,Damara,Modest,702.0
111,Cutrock,Damara,Poor,1081.0
111,Cutrock,Damara,Squalid,687.0
111,Cutrock,Damara,Wretched,121.0
112,Goliad,Damara,Aristocratic,0.0
112,Goliad,Damara,Wealthy,1.0
112,Goliad,Damara,Comfortable,63.0
112,Goliad,Damara,Modest,107.0
112,Goliad,Damara,Poor,280.0
112,Goliad,Damara,Squalid,214.0
112,Goliad,Damara,Wretched,9.0
113,Daleport,Damara,Aristocratic,0.0
113,Daleport,Damara,Wealthy,0.0
113,Daleport,Damara,Comfortable,7.0
113,Daleport,Damara,Modest,18.0
113,Daleport,Damara,Poor,39.0
113,Daleport,Damara,Squalid,19.0
113,Daleport,Damara,Wretched,1.0
114,Dunfee,Damara,Aristocratic,0.0
114,Dunfee,Damara,Wealthy,32.0
114,Dunfee,Damara,Comfortable,136.0
114,Dunfee,Damara,Modest,302.0
114,Dunfee,Damara,Poor,593.0
114,Dunfee,Damara,Squalid,433.0
114,Dunfee,Damara,Wretched,76.0
115,Helmsdale,Damara,Aristocratic,0.0
115,Helmsdale,Damara,Wealthy,0.0
115,Helmsdale,Damara,Comfortable,1.0
115,Helmsdale,Damara,Modest,5.0
115,Helmsdale,Damara,Poor,25.0
115,Helmsdale,Damara,Squalid,11.0
115,Helmsdale,Damara,Wretched,0.0
116,Hinterford,Damara,Aristocratic,0.0
116,Hinterford,Damara,Wealthy,5.0
116,Hinterford,Damara,Comfortable,34.0
116,Hinterford,Damara,Modest,163.0
116,Hinterford,Damara,Poor,258.0
116,Hinterford,Damara,Squalid,194.0
116,Hinterford,Damara,Wretched,13.0
117,Ironspur,Damara,Aristocratic,0.0
117,Ironspur,Damara,Wealthy,1.0
117,Ironspur,Damara,Comfortable,21.0
117,Ironspur,Damara,Modest,44.0
117,Ironspur,Damara,Poor,114.0
117,Ironspur,Damara,Squalid,94.0
117,Ironspur,Damara,Wretched,5.0
118,Kinbrace,Damara,Aristocratic,0.0
118,Kinbrace,Damara,Wealthy,1.0
118,Kinbrace,Damara,Comfortable,27.0
118,Kinbrace,Damara,Modest,85.0
118,Kinbrace,Damara,Poor,152.0
118,Kinbrace,Damara,Squalid,102.0
118,Kinbrace,Damara,Wretched,6.0
119,Kinnery,Damara,Aristocratic,0.0
119,Kinnery,Damara,Wealthy,2.0
119,Kinnery,Damara,Comfortable,45.0
119,Kinnery,Damara,Modest,59.0
119,Kinnery,Damara,Poor,271.0
119,Kinnery,Damara,Squalid,168.0
119,Kinnery,Damara,Wretched,14.0
120,Merkurn,Damara,Aristocratic,0.0
120,Merkurn,Damara,Wealthy,5.0
120,Merkurn,Damara,Comfortable,62.0
120,Merkurn,Damara,Modest,185.0
120,Merkurn,Damara,Poor,303.0
120,Merkurn,Damara,Squalid,281.0
120,Merkurn,Damara,Wretched,14.0
121,Morovar,Damara,Aristocratic,0.0
121,Morovar,Damara,Wealthy,2.0
121,Morovar,Damara,Comfortable,26.0
121,Morovar,Damara,Modest,51.0
121,Morovar,Damara,Poor,129.0
121,Morovar,Damara,Squalid,61.0
121,Morovar,Damara,Wretched,7.0
122,Newbelle,Damara,Aristocratic,0.0
122,Newbelle,Damara,Wealthy,3.0
122,Newbelle,Damara,Comfortable,35.0
122,Newbelle,Damara,Modest,64.0
122,Newbelle,Damara,Poor,223.0
122,Newbelle,Damara,Squalid,207.0
122,Newbelle,Damara,Wretched,9.0
123,Ostrav,Damara,Aristocratic,0.0
123,Ostrav,Damara,Wealthy,1.0
123,Ostrav,Damara,Comfortable,9.0
123,Ostrav,Damara,Modest,32.0
123,Ostrav,Damara,Poor,60.0
123,Ostrav,Damara,Squalid,38.0
123,Ostrav,Damara,Wretched,2.0
124,Portith,Damara,Aristocratic,0.0
124,Portith,Damara,Wealthy,3.0
124,Portith,Damara,Comfortable,35.0
124,Portith,Damara,Modest,67.0
124,Portith,Damara,Poor,189.0
124,Portith,Damara,Squalid,100.0
124,Portith,Damara,Wretched,10.0
125,Praka,Damara,Aristocratic,16.0
125,Praka,Damara,Wealthy,163.0
125,Praka,Damara,Comfortable,1380.0
125,Praka,Damara,Modest,1526.0
125,Praka,Damara,Poor,3508.0
125,Praka,Damara,Squalid,3527.0
125,Praka,Damara,Wretched,581.0
126,Ravensburg,Damara,Aristocratic,0.0
126,Ravensburg,Damara,Wealthy,2.0
126,Ravensburg,Damara,Comfortable,21.0
126,Ravensburg,Damara,Modest,28.0
126,Ravensburg,Damara,Poor,118.0
126,Ravensburg,Damara,Squalid,97.0
126,Ravensburg,Damara,Wretched,3.0
127,Rolene,Damara,Aristocratic,0.0
127,Rolene,Damara,Wealthy,2.0
127,Rolene,Damara,Comfortable,23.0
127,Rolene,Damara,Modest,102.0
127,Rolene,Damara,Poor,189.0
127,Rolene,Damara,Squalid,153.0
127,Rolene,Damara,Wretched,8.0
128,Samek,Damara,Aristocratic,0.0
128,Samek,Damara,Wealthy,0.0
128,Samek,Damara,Comfortable,27.0
128,Samek,Damara,Modest,90.0
128,Samek,Damara,Poor,200.0
128,Samek,Damara,Squalid,157.0
128,Samek,Damara,Wretched,8.0
129,Steppenhall,Damara,Aristocratic,0.0
129,Steppenhall,Damara,Wealthy,4.0
129,Steppenhall,Damara,Comfortable,41.0
129,Steppenhall,Damara,Modest,50.0
129,Steppenhall,Damara,Poor,239.0
129,Steppenhall,Damara,Squalid,112.0
129,Steppenhall,Damara,Wretched,7.0
130,Sudrav,Damara,Aristocratic,0.0
130,Sudrav,Damara,Wealthy,0.0
130,Sudrav,Damara,Comfortable,37.0
130,Sudrav,Damara,Modest,85.0
130,Sudrav,Damara,Poor,207.0
130,Sudrav,Damara,Squalid,142.0
130,Sudrav,Damara,Wretched,10.0
131,Tellerth,Damara,Aristocratic,0.0
131,Tellerth,Damara,Wealthy,32.0
131,Tellerth,Damara,Comfortable,172.0
131,Tellerth,Damara,Modest,296.0
131,Tellerth,Damara,Poor,702.0
131,Tellerth,Damara,Squalid,561.0
131,Tellerth,Damara,Wretched,148.0
132,Thimble,Damara,Aristocratic,0.0
132,Thimble,Damara,Wealthy,3.0
132,Thimble,Damara,Comfortable,30.0
132,Thimble,Damara,Modest,111.0
132,Thimble,Damara,Poor,259.0
132,Thimble,Damara,Squalid,154.0
132,Thimble,Damara,Wretched,8.0
133,Tokard,Damara,Aristocratic,0.0
133,Tokard,Damara,Wealthy,1.0
133,Tokard,Damara,Comfortable,54.0
133,Tokard,Damara,Modest,145.0
133,Tokard,Damara,Poor,262.0
133,Tokard,Damara,Squalid,197.0
133,Tokard,Damara,Wretched,9.0
134,Tomrav,Damara,Aristocratic,0.0
134,Tomrav,Damara,Wealthy,4.0
134,Tomrav,Damara,Comfortable,21.0
134,Tomrav,Damara,Modest,67.0
134,Tomrav,Damara,Poor,146.0
134,Tomrav,Damara,Squalid,76.0
134,Tomrav,Damara,Wretched,6.0
135,Trailsend,Damara,Aristocratic,37.0
135,Trailsend,Damara,Wealthy,278.0
135,Trailsend,Damara,Comfortable,965.0
135,Trailsend,Damara,Modest,2154.0
135,Trailsend,Damara,Poor,4362.0
135,Trailsend,Damara,Squalid,4988.0
135,Trailsend,Damara,Wretched,897.0
136,Valls,Damara,Aristocratic,0.0
136,Valls,Damara,Wealthy,15.0
136,Valls,Damara,Comfortable,91.0
136,Valls,Damara,Modest,242.0
136,Valls,Damara,Poor,394.0
136,Valls,Damara,Squalid,368.0
136,Valls,Damara,Wretched,95.0
137,Virdin,Damara,Aristocratic,0.0
137,Virdin,Damara,Wealthy,24.0
137,Virdin,Damara,Comfortable,102.0
137,Virdin,Damara,Modest,250.0
137,Virdin,Damara,Poor,502.0
137,Virdin,Damara,Squalid,280.0
137,Virdin,Damara,Wretched,61.0
138,Wassen,Damara,Aristocratic,0.0
138,Wassen,Damara,Wealthy,1.0
138,Wassen,Damara,Comfortable,12.0
138,Wassen,Damara,Modest,34.0
138,Wassen,Damara,Poor,76.0
138,Wassen,Damara,Squalid,65.0
138,Wassen,Damara,Wretched,4.0
139,Windless,Damara,Aristocratic,0.0
139,Windless,Damara,Wealthy,3.0
139,Windless,Damara,Comfortable,24.0
139,Windless,Damara,Modest,52.0
139,Windless,Damara,Poor,133.0
139,Windless,Damara,Squalid,105.0
139,Windless,Damara,Wretched,6.0
140,Withermeet,Damara,Aristocratic,0.0
140,Withermeet,Damara,Wealthy,0.0
140,Withermeet,Damara,Comfortable,4.0
140,Withermeet,Damara,Modest,9.0
140,Withermeet,Damara,Poor,34.0
140,Withermeet,Damara,Squalid,17.0
140,Withermeet,Damara,Wretched,1.0
141,Zarach,Damara,Aristocratic,0.0
141,Zarach,Damara,Wealthy,3.0
141,Zarach,Damara,Comfortable,30.0
141,Zarach,Damara,Modest,92.0
141,Zarach,Damara,Poor,185.0
141,Zarach,Damara,Squalid,123.0
141,Zarach,Damara,Wretched,7.0
142,Halarahh,Halruaa,Aristocratic,0.0
142,Halarahh,Halruaa,Wealthy,113.0
142,Halarahh,Halruaa,Comfortable,616.0
142,Halarahh,Halruaa,Modest,1347.0
142,Halarahh,Halruaa,Poor,2446.0
142,Halarahh,Halruaa,Squalid,2282.0
142,Halarahh,Halruaa,Wretched,585.0
143,Achelar,Halruaa,Aristocratic,0.0
143,Achelar,Halruaa,Wealthy,2.0
143,Achelar,Halruaa,Comfortable,51.0
143,Achelar,Halruaa,Modest,92.0
143,Achelar,Halruaa,Poor,275.0
143,Achelar,Halruaa,Squalid,179.0
143,Achelar,Halruaa,Wretched,15.0
144,Alathil,Halruaa,Aristocratic,0.0
144,Alathil,Halruaa,Wealthy,61.0
144,Alathil,Halruaa,Comfortable,304.0
144,Alathil,Halruaa,Modest,792.0
144,Alathil,Halruaa,Poor,1327.0
144,Alathil,Halruaa,Squalid,947.0
144,Alathil,Halruaa,Wretched,200.0
145,Alu,Halruaa,Aristocratic,0.0
145,Alu,Halruaa,Wealthy,70.0
145,Alu,Halruaa,Comfortable,242.0
145,Alu,Halruaa,Modest,496.0
145,Alu,Halruaa,Poor,1216.0
145,Alu,Halruaa,Squalid,742.0
145,Alu,Halruaa,Wretched,276.0
146,Aluarim,Halruaa,Aristocratic,1.0
146,Aluarim,Halruaa,Wealthy,155.0
146,Aluarim,Halruaa,Comfortable,606.0
146,Aluarim,Halruaa,Modest,1507.0
146,Aluarim,Halruaa,Poor,3007.0
146,Aluarim,Halruaa,Squalid,2537.0
146,Aluarim,Halruaa,Wretched,293.0
147,Assundath,Halruaa,Aristocratic,0.0
147,Assundath,Halruaa,Wealthy,1.0
147,Assundath,Halruaa,Comfortable,22.0
147,Assundath,Halruaa,Modest,39.0
147,Assundath,Halruaa,Poor,141.0
147,Assundath,Halruaa,Squalid,100.0
147,Assundath,Halruaa,Wretched,7.0
148,Bathmé,Halruaa,Aristocratic,1.0
148,Bathmé,Halruaa,Wealthy,46.0
148,Bathmé,Halruaa,Comfortable,264.0
148,Bathmé,Halruaa,Modest,768.0
148,Bathmé,Halruaa,Poor,1254.0
148,Bathmé,Halruaa,Squalid,796.0
148,Bathmé,Halruaa,Wretched,278.0
149,Borah,Halruaa,Aristocratic,2.0
149,Borah,Halruaa,Wealthy,78.0
149,Borah,Halruaa,Comfortable,292.0
149,Borah,Halruaa,Modest,1032.0
149,Borah,Halruaa,Poor,1388.0
149,Borah,Halruaa,Squalid,1028.0
149,Borah,Halruaa,Wretched,287.0
150,Edouura,Halruaa,Aristocratic,1.0
150,Edouura,Halruaa,Wealthy,44.0
150,Edouura,Halruaa,Comfortable,288.0
150,Edouura,Halruaa,Modest,618.0
150,Edouura,Halruaa,Poor,1267.0
150,Edouura,Halruaa,Squalid,1176.0
150,Edouura,Halruaa,Wretched,195.0
151,Elchul,Halruaa,Aristocratic,0.0
151,Elchul,Halruaa,Wealthy,44.0
151,Elchul,Halruaa,Comfortable,230.0
151,Elchul,Halruaa,Modest,923.0
151,Elchul,Halruaa,Poor,1149.0
151,Elchul,Halruaa,Squalid,1113.0
151,Elchul,Halruaa,Wretched,223.0
152,Eru,Halruaa,Aristocratic,0.0
152,Eru,Halruaa,Wealthy,125.0
152,Eru,Halruaa,Comfortable,566.0
152,Eru,Halruaa,Modest,1315.0
152,Eru,Halruaa,Poor,2723.0
152,Eru,Halruaa,Squalid,2485.0
152,Eru,Halruaa,Wretched,488.0
153,Galdel,Halruaa,Aristocratic,1.0
153,Galdel,Halruaa,Wealthy,74.0
153,Galdel,Halruaa,Comfortable,300.0
153,Galdel,Halruaa,Modest,765.0
153,Galdel,Halruaa,Poor,1161.0
153,Galdel,Halruaa,Squalid,692.0
153,Galdel,Halruaa,Wretched,295.0
154,Githim,Halruaa,Aristocratic,0.0
154,Githim,Halruaa,Wealthy,2.0
154,Githim,Halruaa,Comfortable,17.0
154,Githim,Halruaa,Modest,66.0
154,Githim,Halruaa,Poor,135.0
154,Githim,Halruaa,Squalid,89.0
154,Githim,Halruaa,Wretched,7.0
155,Halabar,Halruaa,Aristocratic,0.0
155,Halabar,Halruaa,Wealthy,57.0
155,Halabar,Halruaa,Comfortable,248.0
155,Halabar,Halruaa,Modest,475.0
155,Halabar,Halruaa,Poor,1352.0
155,Halabar,Halruaa,Squalid,1027.0
155,Halabar,Halruaa,Wretched,180.0
156,Halagard,Halruaa,Aristocratic,2.0
156,Halagard,Halruaa,Wealthy,147.0
156,Halagard,Halruaa,Comfortable,507.0
156,Halagard,Halruaa,Modest,1085.0
156,Halagard,Halruaa,Poor,2393.0
156,Halagard,Halruaa,Squalid,1517.0
156,Halagard,Halruaa,Wretched,449.0
157,Halazé,Halruaa,Aristocratic,0.0
157,Halazé,Halruaa,Wealthy,1.0
157,Halazé,Halruaa,Comfortable,47.0
157,Halazé,Halruaa,Modest,121.0
157,Halazé,Halruaa,Poor,265.0
157,Halazé,Halruaa,Squalid,202.0
157,Halazé,Halruaa,Wretched,12.0
158,Hamphal,Halruaa,Aristocratic,4.0
158,Hamphal,Halruaa,Wealthy,165.0
158,Hamphal,Halruaa,Comfortable,697.0
158,Hamphal,Halruaa,Modest,1419.0
158,Hamphal,Halruaa,Poor,3181.0
158,Hamphal,Halruaa,Squalid,2689.0
158,Hamphal,Halruaa,Wretched,669.0
159,Khaerbaal,Halruaa,Aristocratic,0.0
159,Khaerbaal,Halruaa,Wealthy,121.0
159,Khaerbaal,Halruaa,Comfortable,492.0
159,Khaerbaal,Halruaa,Modest,912.0
159,Khaerbaal,Halruaa,Poor,2255.0
159,Khaerbaal,Halruaa,Squalid,1308.0
159,Khaerbaal,Halruaa,Wretched,432.0
160,Kithyym,Halruaa,Aristocratic,0.0
160,Kithyym,Halruaa,Wealthy,53.0
160,Kithyym,Halruaa,Comfortable,295.0
160,Kithyym,Halruaa,Modest,990.0
160,Kithyym,Halruaa,Poor,1320.0
160,Kithyym,Halruaa,Squalid,1140.0
160,Kithyym,Halruaa,Wretched,267.0
161,Lath,Halruaa,Aristocratic,0.0
161,Lath,Halruaa,Wealthy,6.0
161,Lath,Halruaa,Comfortable,42.0
161,Lath,Halruaa,Modest,85.0
161,Lath,Halruaa,Poor,312.0
161,Lath,Halruaa,Squalid,155.0
161,Lath,Halruaa,Wretched,18.0
162,Letharr,Halruaa,Aristocratic,0.0
162,Letharr,Halruaa,Wealthy,48.0
162,Letharr,Halruaa,Comfortable,233.0
162,Letharr,Halruaa,Modest,405.0
162,Letharr,Halruaa,Poor,1102.0
162,Letharr,Halruaa,Squalid,653.0
162,Letharr,Halruaa,Wretched,233.0
163,Lhaddas,Halruaa,Aristocratic,1.0
163,Lhaddas,Halruaa,Wealthy,131.0
163,Lhaddas,Halruaa,Comfortable,642.0
163,Lhaddas,Halruaa,Modest,1767.0
163,Lhaddas,Halruaa,Poor,2667.0
163,Lhaddas,Halruaa,Squalid,2116.0
163,Lhaddas,Halruaa,Wretched,314.0
164,Lhair,Halruaa,Aristocratic,0.0
164,Lhair,Halruaa,Wealthy,3.0
164,Lhair,Halruaa,Comfortable,26.0
164,Lhair,Halruaa,Modest,27.0
164,Lhair,Halruaa,Poor,131.0
164,Lhair,Halruaa,Squalid,96.0
164,Lhair,Halruaa,Wretched,3.0
165,Maerass,Halruaa,Aristocratic,1.0
165,Maerass,Halruaa,Wealthy,72.0
165,Maerass,Halruaa,Comfortable,288.0
165,Maerass,Halruaa,Modest,895.0
165,Maerass,Halruaa,Poor,1452.0
165,Maerass,Halruaa,Squalid,1194.0
165,Maerass,Halruaa,Wretched,330.0
166,Maeruhal,Halruaa,Aristocratic,0.0
166,Maeruhal,Halruaa,Wealthy,43.0
166,Maeruhal,Halruaa,Comfortable,235.0
166,Maeruhal,Halruaa,Modest,609.0
166,Maeruhal,Halruaa,Poor,1263.0
166,Maeruhal,Halruaa,Squalid,834.0
166,Maeruhal,Halruaa,Wretched,289.0
167,Maerzalar,Halruaa,Aristocratic,2.0
167,Maerzalar,Halruaa,Wealthy,154.0
167,Maerzalar,Halruaa,Comfortable,592.0
167,Maerzalar,Halruaa,Modest,1656.0
167,Maerzalar,Halruaa,Poor,3296.0
167,Maerzalar,Halruaa,Squalid,2496.0
167,Maerzalar,Halruaa,Wretched,557.0
168,Maezoun,Halruaa,Aristocratic,0.0
168,Maezoun,Halruaa,Wealthy,6.0
168,Maezoun,Halruaa,Comfortable,38.0
168,Maezoun,Halruaa,Modest,136.0
168,Maezoun,Halruaa,Poor,240.0
168,Maezoun,Halruaa,Squalid,193.0
168,Maezoun,Halruaa,Wretched,8.0
169,Mairb,Halruaa,Aristocratic,1.0
169,Mairb,Halruaa,Wealthy,65.0
169,Mairb,Halruaa,Comfortable,269.0
169,Mairb,Halruaa,Modest,728.0
169,Mairb,Halruaa,Poor,1179.0
169,Mairb,Halruaa,Squalid,1117.0
169,Mairb,Halruaa,Wretched,130.0
170,Martass,Halruaa,Aristocratic,0.0
170,Martass,Halruaa,Wealthy,52.0
170,Martass,Halruaa,Comfortable,290.0
170,Martass,Halruaa,Modest,582.0
170,Martass,Halruaa,Poor,1218.0
170,Martass,Halruaa,Squalid,854.0
170,Martass,Halruaa,Wretched,249.0
171,Mithel,Halruaa,Aristocratic,0.0
171,Mithel,Halruaa,Wealthy,3.0
171,Mithel,Halruaa,Comfortable,20.0
171,Mithel,Halruaa,Modest,73.0
171,Mithel,Halruaa,Poor,140.0
171,Mithel,Halruaa,Squalid,65.0
171,Mithel,Halruaa,Wretched,7.0
172,Mithtar,Halruaa,Aristocratic,195.0
172,Mithtar,Halruaa,Wealthy,746.0
172,Mithtar,Halruaa,Comfortable,4152.0
172,Mithtar,Halruaa,Modest,5440.0
172,Mithtar,Halruaa,Poor,13509.0
172,Mithtar,Halruaa,Squalid,9544.0
172,Mithtar,Halruaa,Wretched,2526.0
173,Nishtul,Halruaa,Aristocratic,0.0
173,Nishtul,Halruaa,Wealthy,1.0
173,Nishtul,Halruaa,Comfortable,22.0
173,Nishtul,Halruaa,Modest,74.0
173,Nishtul,Halruaa,Poor,130.0
173,Nishtul,Halruaa,Squalid,98.0
173,Nishtul,Halruaa,Wretched,5.0
174,Nuulatha,Halruaa,Aristocratic,0.0
174,Nuulatha,Halruaa,Wealthy,4.0
174,Nuulatha,Halruaa,Comfortable,46.0
174,Nuulatha,Halruaa,Modest,123.0
174,Nuulatha,Halruaa,Poor,222.0
174,Nuulatha,Halruaa,Squalid,163.0
174,Nuulatha,Halruaa,Wretched,8.0
175,Orbedal,Halruaa,Aristocratic,0.0
175,Orbedal,Halruaa,Wealthy,51.0
175,Orbedal,Halruaa,Comfortable,258.0
175,Orbedal,Halruaa,Modest,514.0
