settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Amn Settlement 0167,Amn,Athkatla,327,1997704,26188,"{'humans': 257, 'elves': 22, 'dwarves': 25, 'halflings': 9, 'half-orcs': 4, 'misc.': 10}",134,old age,['Merchant Council'],"{'poor': 0.5289, 'middle': 0.2744, 'wealthy': 0.0649, 'aristocrat': 0.1318}",9,"[['armor', 'cloth', 'gems', 'weapons']]","[['coal', 'jewelry', 'ore']]",Ruler AMN-199,mercenary heavy,arcanum,"Common, Elvish",Chauntea,191831,772478497,160.15,60.7,71.3,8,0,synthetic generator v2,synthetic,0.46,1507113,1,35.2,74.46189,37.85622
Tethyr Settlement 0168,Tethyr,Darromar,1389,6419596,138074,"{'humans': 1225, 'elves': 142, 'dwarves': 80, 'halflings': 108, 'half-orcs': 27, 'misc.': 0}",91,crime,['Satrapy'],"{'poor': 0.5535, 'middle': 0.3191, 'wealthy': 0.0379, 'aristocrat': 0.0895}",6,"[['books', 'fish', 'gems', 'salt', 'weapons']]",[['jewelry']],Ruler TET-97,small militia,guilds,"Common, Draconic, Dwarvish",Mystra,306344,1288038783,67.65,62.6,63.7,5,0,synthetic generator v2,derived,0.68,6630907,4,22.3,19.85486,-71.88149
Amn Settlement 0169,Amn,Athkatla,785,1662704,112578,"{'humans': 588, 'elves': 55, 'dwarves': 37, 'halflings': 69, 'half-orcs': 44, 'misc.': 0}",97,monster attack,['Merchant Council'],"{'poor': 0.6797, 'middle': 0.2767, 'wealthy': 0.0262, 'aristocrat': 0.0175}",17,"[['cloth', 'gems', 'grain', 'horses']]","[['jewelry', 'mercenaries', 'parchment', 'spices']]",Ruler AMN-309,professional guard,local academy,"Common, Draconic, Elvish","Lathander, Selune",191831,772478497,163.2,71.0,62.9,5,0,synthetic generator v2,synthetic,0.39,1622798,0,31.1,51.78545,126.50893
Tethyr Settlement 0170,Tethyr,Darromar,1054,3805936,55668,"{'humans': 899, 'elves': 76, 'dwarves': 37, 'halflings': 65, 'half-orcs': 20, 'misc.': 0}",103,crime,['Satrapy'],"{'poor': 0.5889, 'middle': 0.2934, 'wealthy': 0.065, 'aristocrat': 0.0527}",8,"[['armor', 'books', 'cloth', 'horses', 'weapons']]","[['coal', 'glass', 'magic items', 'mercenaries', 'silk']]",Ruler TET-497,naval patrol,local academy,"Halfling, Orc","Chauntea, Lathander, Mystra",306344,1288038783,123.68,65.3,70.8,0,0,synthetic generator v2,synthetic,0.6,3276749,0,6.4,-18.64484,43.45842
Sembia Settlement 0171,Sembia,Selgaunt,1271,8500917,190670,"{'humans': 1041, 'elves': 102, 'dwarves': 70, 'halflings': 106, 'half-orcs': 22, 'misc.': 0}",131,old age,['Monarchy'],"{'poor': 0.4707, 'middle': 0.3173, 'wealthy': 0.0653, 'aristocrat': 0.1468}",0,"[['cloth', 'timber', 'weapons']]","[['magic items', 'ore', 'parchment', 'silk', 'spices']]",Ruler SEM-808,small militia,guilds,"Common, Draconic, Dwarvish","Selune, Torm",210662,818271539,175.83,48.8,47.6,6,0,synthetic generator v2,synthetic,0.53,10437169,-2,21.0,28.58486,-52.70711
Baldurs Gate Settlement 0172,Baldurs Gate,Baldur's Gate,1515,3442324,121902,"{'humans': 1189, 'elves': 157, 'dwarves': 138, 'halflings': 95, 'half-orcs': 47, 'misc.': 0}",65,arcane mishap,['Confederacy'],"{'poor': 0.5863, 'middle': 0.328, 'wealthy': 0.0813, 'aristocrat': 0.0044}",10,"[['armor', 'books', 'horses']]",[['glass']],Ruler BAL-510,naval patrol,None,"Draconic, Dwarvish",Lathander,261869,1312711673,465.58,51.7,45.7,7,0,synthetic generator v2,synthetic,0.62,3288573,2,32.5,74.16883,-88.55223
Baldurs Gate Settlement 0173,Baldurs Gate,Baldur's Gate,1571,3222764,3419,"{'humans': 1311, 'elves': 54, 'dwarves': 121, 'halflings': 145, 'half-orcs': 66, 'misc.': 0}",126,war,['Satrapy'],"{'poor': 0.5934, 'middle': 0.3555, 'wealthy': 0.0463, 'aristocrat': 0.0048}",0,"[['cloth', 'fish', 'gems', 'horses', 'wine']]","[['glass', 'jewelry', 'magic items', 'parchment', 'silk']]",Ruler BAL-883,professional guard,local academy,"Common, Dwarvish, Elvish","Lathander, Mystra, Torm",261869,1312711673,57.41,52.7,57.9,0,0,synthetic generator v2,derived,0.36,2559323,0,0.0,20.92003,-62.23247
Amn Settlement 0174,Amn,Athkatla,1677,10827647,282463,"{'humans': 1211, 'elves': 160, 'dwarves': 122, 'halflings': 49, 'half-orcs': 50, 'misc.': 85}",178,old age,['Magocracy'],"{'poor': 0.4809, 'middle': 0.3128, 'wealthy': 0.0668, 'aristocrat': 0.1395}",18,"[['cloth', 'grain', 'weapons', 'wine']]","[['magic items', 'mercenaries', 'ore', 'silk']]",Ruler AMN-707,small militia,local academy,Common,"Mystra, Tempus, Torm",191831,772478497,109.81,72.8,70.3,6,0,synthetic generator v2,synthetic,0.92,14065171,0,35.4,24.28339,10.83422
Waterdeep Settlement 0175,Waterdeep,Waterdeep,1423,5089032,244904,"{'humans': 1180, 'elves': 53, 'dwarves': 131, 'halflings': 132, 'half-orcs': 76, 'misc.': 0}",146,old age,['Satrapy'],"{'poor': 0.4903, 'middle': 0.3823, 'wealthy': 0.0878, 'aristocrat': 0.0396}",2,"[['books', 'fish']]","[['magic items', 'parchment']]",Ruler WAT-632,naval patrol,None,Elvish,Tempus,190388,767901516,359.69,50.3,36.0,5,1,synthetic generator v2,derived,0.35,4273580,0,20.0,25.86086,-13.14382
Neverwinter Settlement 0176,Neverwinter,Neverwinter,80,379830,6663,"{'humans': 53, 'elves': 7, 'dwarves': 7, 'halflings': 4, 'half-orcs': 4, 'misc.': 5}",52,disease,['Theocracy'],"{'poor': 0.6625, 'middle': 0.2023, 'wealthy': 0.0325, 'aristocrat': 0.1028}",19,"[['gems', 'grain', 'horses', 'salt', 'weapons']]","[['coal', 'mercenaries', 'ore', 'parchment', 'spices']]",Ruler NEV-956,naval patrol,arcanum,"Common, Dwarvish, Elvish",Chauntea,172720,723835434,248.48,54.4,25.8,0,0,synthetic generator v2,synthetic,0.55,396829,0,15.2,-3.298,84.09394
Tethyr Settlement 0177,Tethyr,Darromar,1410,5318804,237657,"{'humans': 1017, 'elves': 96, 'dwarves': 56, 'halflings': 53, 'half-orcs': 56, 'misc.': 132}",106,famine,['Dictatorship'],"{'poor': 0.506, 'middle': 0.3876, 'wealthy': 0.0516, 'aristocrat': 0.0548}",5,[['gems']],"[['glass', 'jewelry', 'ore', 'parchment', 'silk']]",Ruler TET-181,naval patrol,guilds,"Common, Draconic, Elvish","Mystra, Selune, Tyr",306344,1288038783,285.34,70.9,78.3,6,0,synthetic generator v2,synthetic,0.65,4408963,-4,25.0,48.60487,96.04276
Tethyr Settlement 0178,Tethyr,Darromar,2155,4904216,286270,"{'humans': 1813, 'elves': 251, 'dwarves': 138, 'halflings': 135, 'half-orcs': 111, 'misc.': 0}",104,disease,['Monarchy'],"{'poor': 0.6289, 'middle': 0.2717, 'wealthy': 0.0945, 'aristocrat': 0.0049}",0,"[['armor', 'cloth', 'grain', 'horses', 'wine']]",[['jewelry']],Ruler TET-698,professional guard,guilds,"Draconic, Orc","Chauntea, Lathander, Selune",306344,1288038783,331.12,74.8,80.9,7,0,synthetic generator v2,derived,0.88,6368012,4,24.5,45.92664,80.28482
Neverwinter Settlement 0179,Neverwinter,Neverwinter,1611,5673286,417061,"{'humans': 1284, 'elves': 136, 'dwarves': 101, 'halflings': 115, 'half-orcs': 77, 'misc.': 0}",135,war,['Theocracy'],"{'poor': 0.5564, 'middle': 0.3143, 'wealthy': 0.0864, 'aristocrat': 0.0429}",3,"[['armor', 'timber']]","[['mercenaries', 'parchment']]",Ruler NEV-453,small militia,guilds,Elvish,"Lathander, Selune, Torm",172720,723835434,536.35,46.7,52.2,8,0,synthetic generator v2,synthetic,0.85,5506287,0,30.4,-36.71532,18.48346
Tethyr Settlement 0180,Tethyr,Darromar,9612,57586900,1151550,"{'humans': 7195, 'elves': 542, 'dwarves': 758, 'halflings': 253, 'half-orcs': 409, 'misc.': 455}",82,war,['Monarchy'],"{'poor': 0.4643, 'middle': 0.364, 'wealthy': 0.0443, 'aristocrat': 0.1274}",9,"[['cloth', 'grain']]","[['coal', 'jewelry', 'ore', 'parchment']]",Ruler TET-932,mercenary heavy,arcanum,"Elvish, Halfling, Orc","Mystra, Selune",306344,1288038783,389.19,61.4,50.4,6,0,synthetic generator v2,derived,0.92,51952678,-2,28.2,-36.01756,-103.08569
Baldurs Gate Settlement 0181,Baldurs Gate,Baldur's Gate,2376,5336561,540880,"{'humans': 1844, 'elves': 100, 'dwarves': 126, 'halflings': 107, 'half-orcs': 75, 'misc.': 124}",122,arcane mishap,['Monarchy'],"{'poor': 0.5766, 'middle': 0.3461, 'wealthy': 0.0727, 'aristocrat': 0.0046}",0,"[['armor', 'cloth', 'timber']]","[['glass', 'jewelry', 'spices']]",Ruler BAL-379,naval patrol,arcanum,"Draconic, Dwarvish, Elvish","Lathander, Selune, Torm",261869,1312711673,117.92,63.4,70.4,2,0,synthetic generator v2,synthetic,0.58,6827081,0,7.0,57.08583,-48.52893
Tethyr Settlement 0182,Tethyr,Darromar,5088,32550485,2139595,"{'humans': 3987, 'elves': 219, 'dwarves': 428, 'halflings': 183, 'half-orcs': 221, 'misc.': 50}",62,arcane mishap,['Democracy'],"{'poor': 0.5064, 'middle': 0.2817, 'wealthy': 0.074, 'aristocrat': 0.1379}",18,"[['cloth', 'gems', 'grain', 'salt']]","[['coal', 'parchment', 'spices']]",Ruler TET-913,professional guard,arcanum,"Common, Elvish, Orc",Selune,306344,1288038783,539.76,62.2,54.8,4,0,synthetic generator v2,synthetic,0.54,27565586,1,28.4,57.99901,-43.99629
Neverwinter Settlement 0183,Neverwinter,Neverwinter,524,4070452,198372,"{'humans': 411, 'elves': 12, 'dwarves': 18, 'halflings': 27, 'half-orcs': 27, 'misc.': 29}",177,arcane mishap,['Magocracy'],"{'poor': 0.4505, 'middle': 0.2936, 'wealthy': 0.0769, 'aristocrat': 0.179}",9,"[['fish', 'salt']]",[['parchment']],Ruler NEV-626,mercenary heavy,local academy,Draconic,"Chauntea, Mystra, Torm",172720,723835434,15.78,46.3,48.9,4,0,synthetic generator v2,derived,0.82,4674362,1,21.2,49.72459,-8.59433
Waterdeep Settlement 0184,Waterdeep,Waterdeep,140,645147,9188,"{'humans': 120, 'elves': 14, 'dwarves': 10, 'halflings': 13, 'half-orcs': 5, 'misc.': 0}",26,arcane mishap,['Theocracy'],"{'poor': 0.6194, 'middle': 0.2208, 'wealthy': 0.0734, 'aristocrat': 0.0865}",4,"[['armor', 'cloth', 'horses', 'timber', 'wine']]","[['coal', 'mercenaries', 'ore', 'parchment', 'silk']]",Ruler WAT-494,professional guard,arcanum,"Dwarvish, Elvish","Selune, Tyr",190388,767901516,398.63,53.6,48.3,4,0,synthetic generator v2,derived,0.67,848114,0,17.2,-36.28586,108.52171
Calimshan Settlement 0185,Calimshan,Memnon,1770,9932566,244477,"{'humans': 1299, 'elves': 141, 'dwarves': 99, 'halflings': 162, 'half-orcs': 47, 'misc.': 22}",77,arcane mishap,['Dictatorship'],"{'poor': 0.4552, 'middle': 0.3708, 'wealthy': 0.0639, 'aristocrat': 0.11}",5,"[['armor', 'cloth', 'gems']]","[['jewelry', 'mercenaries', 'silk']]",Ruler CAL-241,professional guard,guilds,"Halfling, Orc","Mystra, Selune, Torm",169269,841078201,105.86,80.7,47.4,9,0,synthetic generator v2,derived,0.64,8752944,0,35.5,-12.57963,-5.9108
Amn Settlement 0186,Amn,Athkatla,1436,8036900,390126,"{'humans': 977, 'elves': 153, 'dwarves': 138, 'halflings': 67, 'half-orcs': 19, 'misc.': 82}",114,disease,['Monarchy'],"{'poor': 0.5526, 'middle': 0.2951, 'wealthy': 0.0283, 'aristocrat': 0.124}",0,"[['armor', 'fish', 'gems']]","[['glass', 'ore', 'parchment']]",Ruler AMN-373,professional guard,guilds,Draconic,"Mystra, Torm",191831,772478497,342.17,65.1,66.3,1,0,synthetic generator v2,derived,0.51,10637554,0,3.5,-2.72979,-106.94609
Baldurs Gate Settlement 0187,Baldurs Gate,Baldur's Gate,11999,87949640,1745068,"{'humans': 7924, 'elves': 498, 'dwarves': 1061, 'halflings': 699, 'half-orcs': 293, 'misc.': 1524}",139,disease,['Monarchy'],"{'poor': 0.4861, 'middle': 0.2711, 'wealthy': 0.0757, 'aristocrat': 0.1672}",0,"[['horses', 'weapons', 'wine']]","[['coal', 'glass', 'mercenaries', 'silk']]",Ruler BAL-403,professional guard,None,Orc,"Lathander, Mystra, Tempus",261869,1312711673,521.88,58.7,34.6,8,0,synthetic generator v2,derived,0.82,111316701,-1,28.0,49.94302,-35.74409
Amn Settlement 0188,Amn,Athkatla,1542,2797096,51239,"{'humans': 1055, 'elves': 169, 'dwarves': 84, 'halflings': 88, 'half-orcs': 27, 'misc.': 119}",60,arcane mishap,['Satrapy'],"{'poor': 0.6403, 'middle': 0.3297, 'wealthy': 0.0255, 'aristocrat': 0.0046}",7,[['cloth']],"[['glass', 'jewelry', 'mercenaries', 'ore']]",Ruler AMN-94,mercenary heavy,local academy,"Draconic, Dwarvish",Mystra,191831,772478497,314.5,64.9,75.9,4,0,synthetic generator v2,derived,0.92,2172546,-3,19.6,8.08201,20.41128
Cormyr Settlement 0189,Cormyr,Suzail,1559,3716026,3672,"{'humans': 1096, 'elves': 75, 'dwarves': 59, 'halflings': 79, 'half-orcs': 32, 'misc.': 218}",92,disease,['Patriarchy'],"{'poor': 0.5557, 'middle': 0.3535, 'wealthy': 0.086, 'aristocrat': 0.0049}",0,"[['armor', 'books', 'fish', 'gems', 'timber']]","[['glass', 'mercenaries', 'parchment', 'silk', 'spices']]",Ruler COR-192,small militia,None,"Draconic, Dwarvish, Orc","Chauntea, Selune",162084,631592082,339.13,62.1,69.0,7,0,synthetic generator v2,synthetic,0.91,3104286,0,24.5,-25.24989,22.58704
Tethyr Settlement 0190,Tethyr,Darromar,1393,5944332,59799,"{'humans': 1146, 'elves': 128, 'dwarves': 112, 'halflings': 36, 'half-orcs': 28, 'misc.': 0}",122,crime,['Merchant Council'],"{'poor': 0.6548, 'middle': 0.2157, 'wealthy': 0.046, 'aristocrat': 0.0834}",0,"[['books', 'cloth', 'horses', 'timber', 'weapons']]","[['glass', 'magic items']]",Ruler TET-694,small militia,arcanum,"Draconic, Dwarvish, Halfling","Chauntea, Mystra, Tempus",306344,1288038783,413.66,61.6,72.8,3,0,synthetic generator v2,synthetic,0.81,5555226,3,10.5,-21.35096,-84.34392
Tethyr Settlement 0191,Tethyr,Darromar,958,8429599,691448,"{'humans': 695, 'elves': 62, 'dwarves': 39, 'halflings': 38, 'half-orcs': 48, 'misc.': 76}",65,famine,['Magocracy'],"{'poor': 0.4831, 'middle': 0.2592, 'wealthy': 0.0327, 'aristocrat': 0.225}",0,"[['gems', 'grain', 'salt', 'weapons']]","[['glass', 'jewelry', 'magic items']]",Ruler TET-329,professional guard,guilds,"Draconic, Dwarvish, Orc",Tempus,306344,1288038783,393.23,62.1,63.7,4,0,synthetic generator v2,derived,0.48,10239139,1,14.0,5.16118,31.59462
Baldurs Gate Settlement 0192,Baldurs Gate,Baldur's Gate,5006,39945114,123905,"{'humans': 3773, 'elves': 109, 'dwarves': 422, 'halflings': 415, 'half-orcs': 203, 'misc.': 84}",56,monster attack,['Satrapy'],"{'poor': 0.4932, 'middle': 0.2507, 'wealthy': 0.0643, 'aristocrat': 0.1918}",3,"[['books', 'fish', 'horses', 'timber', 'wine']]","[['coal', 'magic items', 'spices']]",Ruler BAL-96,professional guard,arcanum,"Common, Dwarvish, Orc",Torm,261869,1312711673,226.74,62.4,70.9,8,1,synthetic generator v2,derived,0.65,42214907,2,31.3,72.11066,44.45705
Neverwinter Settlement 0193,Neverwinter,Neverwinter,480,2594203,284795,"{'humans': 393, 'elves': 47, 'dwarves': 21, 'halflings': 13, 'half-orcs': 28, 'misc.': 0}",26,war,['Theocracy'],"{'poor': 0.6391, 'middle': 0.2023, 'wealthy': 0.0365, 'aristocrat': 0.1222}",0,"[['armor', 'books', 'salt']]","[['glass', 'ore', 'parchment', 'spices']]",Ruler NEV-710,small militia,None,"Draconic, Dwarvish, Halfling","Selune, Tempus, Tyr",172720,723835434,133.77,42.7,35.0,8,0,synthetic generator v2,synthetic,0.76,3567270,-1,28.0,43.21732,40.34016
Sembia Settlement 0194,Sembia,Selgaunt,4071,8634057,580647,"{'humans': 3074, 'elves': 401, 'dwarves': 193, 'halflings': 105, 'half-orcs': 219, 'misc.': 79}",133,monster attack,['Dictatorship'],"{'poor': 0.6683, 'middle': 0.2435, 'wealthy': 0.0834, 'aristocrat': 0.0049}",19,"[['cloth', 'grain', 'salt']]","[['mercenaries', 'ore']]",Ruler SEM-112,professional guard,guilds,"Dwarvish, Orc","Mystra, Selune, Tyr",210662,818271539,369.52,61.4,51.9,3,0,synthetic generator v2,derived,0.58,9756472,1,25.7,-30.06627,37.60953
Waterdeep Settlement 0195,Waterdeep,Waterdeep,2181,7956590,848903,"{'humans': 1879, 'elves': 216, 'dwarves': 201, 'halflings': 137, 'half-orcs': 57, 'misc.': 0}",73,old age,['Patriarchy'],"{'poor': 0.5921, 'middle': 0.2739, 'wealthy': 0.0837, 'aristocrat': 0.0503}",0,"[['books', 'fish', 'salt']]","[['glass', 'ore', 'parchment']]",Ruler WAT-304,mercenary heavy,guilds,"Common, Halfling",Tempus,190388,767901516,57.07,56.2,45.7,8,0,synthetic generator v2,synthetic,0.81,10822580,0,28.0,47.29768,30.48221
Sembia Settlement 0196,Sembia,Selgaunt,577,1295789,132059,"{'humans': 507, 'elves': 46, 'dwarves': 24, 'halflings': 13, 'half-orcs': 25, 'misc.': 0}",73,famine,['Monarchy'],"{'poor': 0.5414, 'middle': 0.3953, 'wealthy': 0.0583, 'aristocrat': 0.005}",2,[['books']],"[['coal', 'magic items', 'silk', 'spices']]",Ruler SEM-400,mercenary heavy,arcanum,"Common, Draconic, Halfling",Chauntea,210662,818271539,452.44,56.8,39.1,1,0,synthetic generator v2,synthetic,0.88,1784975,-3,5.1,42.75877,59.69995
Neverwinter Settlement 0197,Neverwinter,Neverwinter,2440,4905691,97978,"{'humans': 2177, 'elves': 253, 'dwarves': 89, 'halflings': 87, 'half-orcs': 59, 'misc.': 0}",98,arcane mishap,['Patriarchy'],"{'poor': 0.6584, 'middle': 0.274, 'wealthy': 0.0627, 'aristocrat': 0.0048}",12,[['salt']],"[['glass', 'jewelry']]",Ruler NEV-387,mercenary heavy,arcanum,Halfling,"Mystra, Tempus",172720,723835434,541.87,50.4,38.4,5,0,synthetic generator v2,synthetic,0.88,6823987,-1,27.1,33.5932,32.93446
Baldurs Gate Settlement 0198,Baldurs Gate,Baldur's Gate,2490,13031727,40240,"{'humans': 1651, 'elves': 208, 'dwarves': 164, 'halflings': 182, 'half-orcs': 24, 'misc.': 261}",147,monster attack,['Theocracy'],"{'poor': 0.4694, 'middle': 0.3933, 'wealthy': 0.0325, 'aristocrat': 0.1049}",17,"[['grain', 'timber', 'weapons']]",[['coal']],Ruler BAL-195,naval patrol,guilds,"Common, Dwarvish, Halfling",Chauntea,261869,1312711673,388.76,59.6,70.7,2,0,synthetic generator v2,derived,0.5,10297315,2,20.6,-32.84757,-79.36815
Neverwinter Settlement 0199,Neverwinter,Neverwinter,1001,4537358,292624,"{'humans': 822, 'elves': 103, 'dwarves': 84, 'halflings': 74, 'half-orcs': 26, 'misc.': 0}",110,disease,['Magocracy'],"{'poor': 0.6119, 'middle': 0.2288, 'wealthy': 0.0765, 'aristocrat': 0.0828}",2,"[['fish', 'gems', 'salt']]","[['mercenaries', 'parchment']]",Ruler NEV-595,professional guard,local academy,"Dwarvish, Halfling",Chauntea,172720,723835434,98.01,47.6,35.3,3,3,synthetic generator v2,synthetic,0.41,5556155,1,14.8,-12.81572,77.21769
Tethyr Settlement 0200,Tethyr,Darromar,22467,71249653,1325741,"{'humans': 20183, 'elves': 1971, 'dwarves': 718, 'halflings': 1897, 'half-orcs': 476, 'misc.': 0}",121,monster attack,['Dictatorship'],"{'poor': 0.5604, 'middle': 0.3554, 'wealthy': 0.0439, 'aristocrat': 0.0403}",13,[['fish']],"[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler TET-997,naval patrol,None,"Common, Elvish","Lathander, Mystra, Selune",306344,1288038783,490.77,69.3,71.9,5,0,synthetic generator v2,derived,0.88,69039095,-4,27.9,55.98793,-18.32514
Sembia Settlement 0201,Sembia,Selgaunt,2618,22421590,2262110,"{'humans': 2232, 'elves': 57, 'dwarves': 253, 'halflings': 128, 'half-orcs': 119, 'misc.': 0}",44,disease,['Confederacy'],"{'poor': 0.4837, 'middle': 0.2729, 'wealthy': 0.0245, 'aristocrat': 0.2189}",0,[['grain']],"[['coal', 'jewelry', 'ore', 'spices']]",Ruler SEM-400,professional guard,arcanum,"Dwarvish, Halfling","Chauntea, Mystra",210662,818271539,335.65,56.2,50.1,6,0,synthetic generator v2,derived,0.71,29401769,-3,21.0,19.94002,-66.80846
Baldurs Gate Settlement 0202,Baldurs Gate,Baldur's Gate,579,1662170,131175,"{'humans': 482, 'elves': 46, 'dwarves': 46, 'halflings': 27, 'half-orcs': 6, 'misc.': 0}",106,arcane mishap,['Dictatorship'],"{'poor': 0.6276, 'middle': 0.2873, 'wealthy': 0.0515, 'aristocrat': 0.0336}",0,"[['books', 'grain', 'salt']]","[['glass', 'magic items', 'parchment']]",Ruler BAL-843,mercenary heavy,guilds,"Common, Dwarvish",Tyr,261869,1312711673,425.52,57.2,64.8,2,0,synthetic generator v2,derived,0.57,2205970,0,7.0,59.95569,46.69813
Calimshan Settlement 0203,Calimshan,Memnon,5935,53913818,5013924,"{'humans': 4082, 'elves': 423, 'dwarves': 409, 'halflings': 390, 'half-orcs': 196, 'misc.': 435}",129,crime,['Patriarchy'],"{'poor': 0.4517, 'middle': 0.2508, 'wealthy': 0.0738, 'aristocrat': 0.2237}",6,"[['cloth', 'gems']]","[['magic items', 'mercenaries', 'ore', 'silk', 'spices']]",Ruler CAL-886,small militia,None,Orc,Torm,169269,841078201,252.28,74.1,26.0,9,0,synthetic generator v2,derived,0.37,63491694,-3,36.3,-17.47254,42.31776
Calimshan Settlement 0204,Calimshan,Memnon,969,8925205,247647,"{'humans': 645, 'elves': 65, 'dwarves': 44, 'halflings': 32, 'half-orcs': 52, 'misc.': 131}",57,monster attack,['Patriarchy'],"{'poor': 0.5123, 'middle': 0.2111, 'wealthy': 0.0365, 'aristocrat': 0.2401}",13,"[['fish', 'timber', 'wine']]","[['glass', 'mercenaries', 'ore', 'parchment', 'silk']]",Ruler CAL-766,mercenary heavy,arcanum,"Common, Dwarvish, Orc","Lathander, Torm",169269,841078201,443.22,76.6,43.2,6,0,synthetic generator v2,synthetic,0.82,12373515,-2,31.4,58.58609,40.41306
Cormyr Settlement 0205,Cormyr,Suzail,2739,5589418,265241,"{'humans': 1818, 'elves': 314, 'dwarves': 210, 'halflings': 226, 'half-orcs': 155, 'misc.': 16}",173,old age,['Dictatorship'],"{'poor': 0.6629, 'middle': 0.2632, 'wealthy': 0.0691, 'aristocrat': 0.0048}",15,"[['cloth', 'fish', 'grain', 'timber', 'wine']]",[['ore']],Ruler COR-631,professional guard,arcanum,"Halfling, Orc","Chauntea, Selune, Torm",162084,631592082,511.28,66.2,55.8,0,0,synthetic generator v2,derived,0.38,6261977,4,12.0,61.00653,-80.12068
Neverwinter Settlement 0206,Neverwinter,Neverwinter,5193,15013630,591892,"{'humans': 3584, 'elves': 589, 'dwarves': 211, 'halflings': 293, 'half-orcs': 252, 'misc.': 264}",156,crime,['Democracy'],"{'poor': 0.6566, 'middle': 0.2314, 'wealthy': 0.0819, 'aristocrat': 0.0301}",13,"[['armor', 'horses', 'wine']]",[['ore']],Ruler NEV-458,mercenary heavy,None,"Dwarvish, Halfling, Orc","Tempus, Tyr",172720,723835434,399.25,44.5,27.0,9,0,synthetic generator v2,derived,0.83,17313360,2,41.9,74.50946,-29.19272
Amn Settlement 0207,Amn,Athkatla,1978,3976538,256919,"{'humans': 1391, 'elves': 116, 'dwarves': 189, 'halflings': 122, 'half-orcs': 72, 'misc.': 88}",40,famine,['Democracy'],"{'poor': 0.6257, 'middle': 0.3175, 'wealthy': 0.0521, 'aristocrat': 0.0046}",0,"[['grain', 'timber']]",[['jewelry']],Ruler AMN-816,small militia,arcanum,Common,Lathander,191831,772478497,31.99,59.7,90.2,0,0,synthetic generator v2,synthetic,0.45,4724719,1,0.0,-17.94047,69.11441
Baldurs Gate Settlement 0208,Baldurs Gate,Baldur's Gate,9009,18853053,1582857,"{'humans': 6712, 'elves': 484, 'dwarves': 780, 'halflings': 609, 'half-orcs': 291, 'misc.': 133}",133,war,['Merchant Council'],"{'poor': 0.6485, 'middle': 0.2743, 'wealthy': 0.0724, 'aristocrat': 0.0048}",13,"[['salt', 'timber', 'weapons']]","[['coal', 'glass', 'ore']]",Ruler BAL-152,small militia,None,"Draconic, Halfling","Mystra, Torm",261869,1312711673,93.6,50.9,51.9,3,0,synthetic generator v2,derived,0.59,20291155,0,20.9,38.68355,84.56884
Neverwinter Settlement 0209,Neverwinter,Neverwinter,3607,7476320,131278,"{'humans': 3224, 'elves': 293, 'dwarves': 316, 'halflings': 207, 'half-orcs': 97, 'misc.': 0}",105,famine,['Confederacy'],"{'poor': 0.6664, 'middle': 0.2533, 'wealthy': 0.0755, 'aristocrat': 0.0048}",19,"[['cloth', 'grain', 'weapons', 'wine']]","[['jewelry', 'parchment', 'silk', 'spices']]",Ruler NEV-555,professional guard,arcanum,Common,"Mystra, Tempus, Torm",172720,723835434,460.54,43.4,61.9,6,0,synthetic generator v2,derived,0.6,5720783,0,36.2,67.64155,-97.29442
Neverwinter Settlement 0210,Neverwinter,Neverwinter,2342,4508544,395058,"{'humans': 1774, 'elves': 217, 'dwarves': 73, 'halflings': 142, 'half-orcs': 59, 'misc.': 77}",127,crime,['Merchant Council'],"{'poor': 0.6056, 'middle': 0.3595, 'wealthy': 0.0302, 'aristocrat': 0.0048}",19,"[['books', 'horses', 'timber', 'wine']]","[['coal', 'glass', 'jewelry', 'ore', 'spices']]",Ruler NEV-994,small militia,arcanum,"Common, Orc",Lathander,172720,723835434,468.56,51.4,56.4,2,0,synthetic generator v2,derived,0.73,6125437,-1,22.2,-0.67393,129.10566
Baldurs Gate Settlement 0211,Baldurs Gate,Baldur's Gate,713,4560767,280918,"{'humans': 471, 'elves': 74, 'dwarves': 38, 'halflings': 50, 'half-orcs': 37, 'misc.': 43}",91,disease,['Theocracy'],"{'poor': 0.4711, 'middle': 0.2994, 'wealthy': 0.0995, 'aristocrat': 0.13}",5,"[['cloth', 'fish']]","[['coal', 'glass', 'mercenaries', 'silk']]",Ruler BAL-796,mercenary heavy,guilds,Elvish,Tyr,261869,1312711673,201.39,59.7,56.7,0,0,synthetic generator v2,synthetic,0.84,4418574,-2,4.0,74.89134,-71.53673
