settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Amn Settlement 0044,Amn,Athkatla,3100,7534739,141222,"{""humans"": 2440, ""elves"": 363, ""dwarves"": 131, ""halflings"": 70, ""half-orcs"": 94, ""misc."": 2}",89,arcane mishap,"[""Monarchy""]","{""poor"": 0.6587, ""middle"": 0.2484, ""wealthy"": 0.088, ""aristocrat"": 0.0049}",18,"[[""books"", ""gems"", ""grain"", ""horses"", ""wine""]]","[[""glass"", ""magic items"", ""mercenaries"", ""ore""]]",Ruler AMN-663,small militia,local academy,"Halfling, Orc",Lathander,135123,611983508,11.21,63.9,69.7,3,0,synthetic generator v3,derived,0.7,9159711,1,24.9,15.33619,-27.92751
Amn Settlement 0045,Amn,Athkatla,1994,12794713,866828,"{""humans"": 1563, ""elves"": 119, ""dwarves"": 85, ""halflings"": 196, ""half-orcs"": 29, ""misc."": 2}",98,famine,"[""Confederacy""]","{""poor"": 0.5244, ""middle"": 0.3188, ""wealthy"": 0.031, ""aristocrat"": 0.1258}",0,"[[""horses"", ""weapons""]]","[[""glass"", ""mercenaries"", ""ore"", ""parchment"", ""silk""]]",Ruler AMN-851,mercenary heavy,None,Draconic,"Torm, Tyr",135123,611983508,431.31,71.3,73.2,10,0,synthetic generator v3,derived,0.65,16005732,-3,35.0,11.26684,-12.05063
Amn Settlement 0046,Amn,Athkatla,382,2785532,147499,"{""humans"": 276, ""elves"": 39, ""dwarves"": 32, ""halflings"": 26, ""half-orcs"": 7, ""misc."": 2}",74,famine,"[""Merchant Council""]","{""poor"": 0.4634, ""middle"": 0.3614, ""wealthy"": 0.0269, ""aristocrat"": 0.1483}",0,"[[""armor"", ""horses"", ""salt"", ""timber"", ""wine""]]","[[""coal"", ""ore"", ""parchment"", ""spices""]]",Ruler AMN-244,naval patrol,None,"Elvish, Halfling","Lathander, Torm",135123,611983508,384.54,70.2,91.8,4,0,synthetic generator v3,derived,0.86,2651035,1,14.0,12.31166,-13.29593
Calimshan Settlement 0047,Calimshan,Memnon,1209,2599643,106804,"{""humans"": 970, ""elves"": 40, ""dwarves"": 80, ""halflings"": 54, ""half-orcs"": 61, ""misc."": 4}",66,crime,"[""Magocracy""]","{""poor"": 0.66, ""middle"": 0.2759, ""wealthy"": 0.0591, ""aristocrat"": 0.005}",0,"[[""armor"", ""salt""]]","[[""coal"", ""magic items"", ""mercenaries"", ""ore"", ""parchment""]]",Ruler CAL-108,mercenary heavy,arcanum,"Dwarvish, Orc","Chauntea, Mystra, Tempus",104596,622107818,388.44,74.1,18.3,6,0,synthetic generator v3,derived,0.68,2338048,-3,21.0,5.08898,-56.15003
Baldurs Gate Settlement 0048,Baldurs Gate,Baldur's Gate,222,787289,71395,"{""humans"": 169, ""elves"": 18, ""dwarves"": 14, ""halflings"": 14, ""half-orcs"": 5, ""misc."": 2}",50,arcane mishap,"[""Satrapy""]","{""poor"": 0.6613, ""middle"": 0.2291, ""wealthy"": 0.0606, ""aristocrat"": 0.049}",6,"[[""armor"", ""horses"", ""salt""]]","[[""coal"", ""glass"", ""jewelry"", ""ore""]]",Ruler BAL-402,professional guard,guilds,"Dwarvish, Orc","Chauntea, Lathander, Tyr",88949,460120908,292.28,49.2,53.1,8,2,synthetic generator v3,synthetic,0.48,1036304,-1,34.6,31.5846,-19.19533
Amn Settlement 0049,Amn,Athkatla,3325,19547382,1377949,"{""humans"": 2479, ""elves"": 115, ""dwarves"": 288, ""halflings"": 263, ""half-orcs"": 178, ""misc."": 2}",90,famine,"[""Satrapy""]","{""poor"": 0.4524, ""middle"": 0.3892, ""wealthy"": 0.0599, ""aristocrat"": 0.0985}",0,"[[""armor"", ""books"", ""weapons""]]","[[""coal"", ""glass"", ""jewelry"", ""mercenaries"", ""parchment""]]",Ruler AMN-868,naval patrol,guilds,Orc,"Selune, Torm",135123,611983508,547.08,64.2,68.4,0,0,synthetic generator v3,synthetic,0.69,25016409,-2,0.0,20.78981,-30.80188
Baldurs Gate Settlement 0050,Baldurs Gate,Baldur's Gate,1177,9607762,504723,"{""humans"": 896, ""elves"": 91, ""dwarves"": 91, ""halflings"": 82, ""half-orcs"": 14, ""misc."": 3}",124,old age,"[""Patriarchy""]","{""poor"": 0.4622, ""middle"": 0.3174, ""wealthy"": 0.0369, ""aristocrat"": 0.1835}",9,"[[""timber"", ""weapons""]]","[[""jewelry"", ""spices""]]",Ruler BAL-499,naval patrol,guilds,"Elvish, Halfling","Selune, Tempus",88949,460120908,90.88,57.2,38.7,7,0,synthetic generator v3,derived,0.69,8108292,0,31.7,16.02945,-18.2538
Calimshan Settlement 0051,Calimshan,Memnon,507,984447,32344,"{""humans"": 332, ""elves"": 54, ""dwarves"": 46, ""halflings"": 49, ""half-orcs"": 24, ""misc."": 2}",78,famine,"[""Confederacy""]","{""poor"": 0.6364, ""middle"": 0.3378, ""wealthy"": 0.0211, ""aristocrat"": 0.0047}",7,"[[""books"", ""cloth"", ""weapons""]]","[[""jewelry"", ""magic items"", ""parchment"", ""silk""]]",Ruler CAL-912,professional guard,None,"Draconic, Elvish, Halfling","Mystra, Tempus, Torm",104596,622107818,344.01,83.6,35.3,1,0,synthetic generator v3,synthetic,0.62,1064468,-1,9.1,8.39476,-46.89276
Calimshan Settlement 0052,Calimshan,Memnon,332,2494125,109131,"{""humans"": 257, ""elves"": 10, ""dwarves"": 31, ""halflings"": 16, ""half-orcs"": 15, ""misc."": 3}",78,arcane mishap,"[""Satrapy""]","{""poor"": 0.4728, ""middle"": 0.2796, ""wealthy"": 0.0986, ""aristocrat"": 0.149}",7,"[[""books"", ""cloth"", ""fish"", ""horses""]]","[[""glass""]]",Ruler CAL-237,small militia,local academy,"Draconic, Orc","Lathander, Tyr",104596,622107818,367.02,72.8,29.9,2,0,synthetic generator v3,derived,0.77,2628473,3,12.6,7.39085,-48.63548
Neverwinter Settlement 0053,Neverwinter,Neverwinter,697,3757743,309540,"{""humans"": 531, ""elves"": 81, ""dwarves"": 35, ""halflings"": 29, ""half-orcs"": 18, ""misc."": 3}",47,war,"[""Monarchy""]","{""poor"": 0.5777, ""middle"": 0.2752, ""wealthy"": 0.0347, ""aristocrat"": 0.1124}",14,"[[""books""]]","[[""coal"", ""glass"", ""parchment""]]",Ruler NEV-352,small militia,guilds,"Common, Halfling, Orc","Chauntea, Torm",41958,200003469,299.43,46.6,28.9,2,0,synthetic generator v3,derived,0.64,4959418,-2,18.2,50.78027,-55.65701
Baldurs Gate Settlement 0054,Baldurs Gate,Baldur's Gate,345,2849395,130842,"{""humans"": 259, ""elves"": 13, ""dwarves"": 25, ""halflings"": 26, ""half-orcs"": 19, ""misc."": 3}",134,old age,"[""Democracy""]","{""poor"": 0.4924, ""middle"": 0.2372, ""wealthy"": 0.0934, ""aristocrat"": 0.177}",0,"[[""cloth"", ""wine""]]","[[""coal"", ""glass"", ""magic items"", ""mercenaries"", ""spices""]]",Ruler BAL-445,professional guard,arcanum,Orc,Torm,88949,460120908,107.53,56.1,50.0,7,0,synthetic generator v3,derived,0.67,2961210,-3,24.5,29.77464,-15.95786
Tethyr Settlement 0055,Tethyr,Darromar,552,1938217,48717,"{""humans"": 412, ""elves"": 40, ""dwarves"": 37, ""halflings"": 45, ""half-orcs"": 15, ""misc."": 3}",155,old age,"[""Merchant Council""]","{""poor"": 0.5717, ""middle"": 0.34, ""wealthy"": 0.0337, ""aristocrat"": 0.0546}",8,"[[""salt""]]","[[""mercenaries"", ""ore"", ""parchment"", ""spices""]]",Ruler TET-757,mercenary heavy,guilds,"Dwarvish, Halfling","Chauntea, Lathander, Tyr",94697,355319062,66.77,67.6,45.9,0,0,synthetic generator v3,synthetic,0.55,2010761,-3,6.4,12.82506,-28.90737
Neverwinter Settlement 0056,Neverwinter,Neverwinter,1261,2916117,4368,"{""humans"": 1001, ""elves"": 53, ""dwarves"": 37, ""halflings"": 111, ""half-orcs"": 55, ""misc."": 4}",147,old age,"[""Merchant Council""]","{""poor"": 0.5799, ""middle"": 0.3433, ""wealthy"": 0.0718, ""aristocrat"": 0.005}",5,"[[""cloth"", ""timber""]]","[[""glass"", ""jewelry"", ""ore"", ""parchment"", ""silk""]]",Ruler NEV-587,naval patrol,None,"Draconic, Orc",Tempus,41958,200003469,266.72,44.5,38.0,5,0,synthetic generator v3,synthetic,0.51,3738497,-3,21.5,35.84463,-39.35978
Cormyr Settlement 0057,Cormyr,Suzail,2418,14415073,109352,"{""humans"": 1885, ""elves"": 179, ""dwarves"": 175, ""halflings"": 94, ""half-orcs"": 82, ""misc."": 3}",56,arcane mishap,"[""Dictatorship""]","{""poor"": 0.4685, ""middle"": 0.3706, ""wealthy"": 0.0435, ""aristocrat"": 0.1174}",0,"[[""gems"", ""grain"", ""salt"", ""wine""]]","[[""glass"", ""silk"", ""spices""]]",Ruler COR-618,mercenary heavy,guilds,"Dwarvish, Orc","Torm, Tyr",128212,529868877,161.88,57.9,77.0,9,0,synthetic generator v3,derived,0.72,16921068,1,31.5,21.43857,24.94422
Calimshan Settlement 0058,Calimshan,Memnon,846,4851759,254619,"{""humans"": 630, ""elves"": 77, ""dwarves"": 88, ""halflings"": 28, ""half-orcs"": 21, ""misc."": 2}",117,crime,"[""Satrapy""]","{""poor"": 0.4804, ""middle"": 0.343, ""wealthy"": 0.0777, ""aristocrat"": 0.0989}",19,"[[""fish"", ""grain"", ""weapons"", ""wine""]]","[[""coal"", ""mercenaries"", ""silk"", ""spices""]]",Ruler CAL-654,naval patrol,None,"Draconic, Elvish, Orc",Tempus,104596,622107818,390.26,74.1,30.5,3,0,synthetic generator v3,synthetic,0.55,4528538,0,25.7,23.0541,-49.27328
Neverwinter Settlement 0059,Neverwinter,Neverwinter,1625,6672882,384788,"{""humans"": 1189, ""elves"": 130, ""dwarves"": 55, ""halflings"": 155, ""half-orcs"": 94, ""misc."": 2}",86,crime,"[""Patriarchy""]","{""poor"": 0.602, ""middle"": 0.2434, ""wealthy"": 0.0945, ""aristocrat"": 0.0601}",6,"[[""armor"", ""books"", ""fish"", ""timber""]]","[[""jewelry""]]",Ruler NEV-451,small militia,arcanum,Dwarvish,"Chauntea, Lathander",41958,200003469,259.61,53.5,60.8,8,0,synthetic generator v3,derived,0.73,6075690,3,32.8,46.85294,-27.80308
Neverwinter Settlement 0060,Neverwinter,Neverwinter,310,1947983,30436,"{""humans"": 246, ""elves"": 13, ""dwarves"": 19, ""halflings"": 22, ""half-orcs"": 8, ""misc."": 2}",115,famine,"[""Merchant Council""]","{""poor"": 0.4544, ""middle"": 0.3754, ""wealthy"": 0.0387, ""aristocrat"": 0.1315}",18,"[[""books"", ""weapons""]]","[[""mercenaries"", ""ore"", ""parchment"", ""silk""]]",Ruler NEV-166,small militia,None,"Elvish, Halfling","Mystra, Torm",41958,200003469,353.96,45.4,30.0,3,0,synthetic generator v3,derived,0.69,2365420,-2,24.9,55.61987,-34.02653
Amn Settlement 0061,Amn,Athkatla,912,6621494,232971,"{""humans"": 672, ""elves"": 83, ""dwarves"": 75, ""halflings"": 49, ""half-orcs"": 31, ""misc."": 2}",87,war,"[""Monarchy""]","{""poor"": 0.461, ""middle"": 0.3321, ""wealthy"": 0.0683, ""aristocrat"": 0.1386}",0,"[[""horses"", ""salt""]]","[[""coal"", ""ore"", ""silk""]]",Ruler AMN-695,small militia,None,"Dwarvish, Elvish","Tempus, Torm",135123,611983508,438.8,63.4,81.2,0,0,synthetic generator v3,synthetic,0.37,6054270,-1,0.0,27.11035,-39.15784
Tethyr Settlement 0062,Tethyr,Darromar,730,4464236,341807,"{""humans"": 590, ""elves"": 27, ""dwarves"": 45, ""halflings"": 21, ""half-orcs"": 44, ""misc."": 3}",156,monster attack,"[""Monarchy""]","{""poor"": 0.4747, ""middle"": 0.3257, ""wealthy"": 0.0733, ""aristocrat"": 0.1263}",0,"[[""cloth"", ""gems"", ""grain"", ""horses""]]","[[""coal""]]",Ruler TET-152,professional guard,guilds,"Common, Dwarvish","Selune, Tempus",94697,355319062,146.15,65.7,54.5,8,0,synthetic generator v3,derived,0.66,4919396,3,28.0,2.19511,-19.54771
Waterdeep Settlement 0063,Waterdeep,Waterdeep,1396,3218797,188744,"{""humans"": 983, ""elves"": 129, ""dwarves"": 92, ""halflings"": 103, ""half-orcs"": 88, ""misc."": 1}",63,old age,"[""Confederacy""]","{""poor"": 0.578, ""middle"": 0.3842, ""wealthy"": 0.0329, ""aristocrat"": 0.0049}",10,"[[""weapons"", ""wine""]]","[[""glass"", ""parchment""]]",Ruler WAT-559,professional guard,local academy,Draconic,Mystra,111501,517924535,342.67,45.6,31.6,10,0,synthetic generator v3,derived,0.85,2985114,0,43.0,54.74884,-27.83997
Amn Settlement 0064,Amn,Athkatla,2721,7476291,402422,"{""humans"": 2196, ""elves"": 219, ""dwarves"": 119, ""halflings"": 75, ""half-orcs"": 110, ""misc."": 2}",149,famine,"[""Confederacy""]","{""poor"": 0.5308, ""middle"": 0.3762, ""wealthy"": 0.088, ""aristocrat"": 0.005}",14,"[[""fish"", ""grain"", ""horses"", ""timber""]]","[[""mercenaries"", ""silk"", ""spices""]]",Ruler AMN-860,professional guard,arcanum,Draconic,"Lathander, Tempus, Torm",135123,611983508,467.88,71.5,74.1,9,0,synthetic generator v3,synthetic,0.51,6800031,1,42.7,11.89083,-41.19158
Calimshan Settlement 0065,Calimshan,Memnon,2309,15347468,353025,"{""humans"": 1832, ""elves"": 121, ""dwarves"": 119, ""halflings"": 195, ""half-orcs"": 40, ""misc."": 2}",40,disease,"[""Theocracy""]","{""poor"": 0.5369, ""middle"": 0.2689, ""wealthy"": 0.0591, ""aristocrat"": 0.1351}",18,"[[""books""]]","[[""glass"", ""magic items"", ""mercenaries"", ""parchment""]]",Ruler CAL-248,small militia,guilds,Common,Tyr,104596,622107818,223.95,79.8,26.2,10,0,synthetic generator v3,synthetic,0.4,12413120,-3,49.4,11.63088,-65.7067
Amn Settlement 0066,Amn,Athkatla,515,1269276,27839,"{""humans"": 430, ""elves"": 27, ""dwarves"": 27, ""halflings"": 13, ""half-orcs"": 15, ""misc."": 3}",145,monster attack,"[""Dictatorship""]","{""poor"": 0.5773, ""middle"": 0.3521, ""wealthy"": 0.0661, ""aristocrat"": 0.0045}",0,"[[""gems"", ""grain"", ""salt"", ""timber""]]","[[""jewelry"", ""parchment"", ""silk"", ""spices""]]",Ruler AMN-416,professional guard,local academy,Draconic,"Lathander, Tempus, Torm",135123,611983508,252.84,59.9,66.0,4,0,synthetic generator v3,synthetic,0.6,1277532,0,14.0,24.35985,-42.15983
Calimshan Settlement 0067,Calimshan,Memnon,1146,2609642,87774,"{""humans"": 840, ""elves"": 134, ""dwarves"": 63, ""halflings"": 80, ""half-orcs"": 27, ""misc."": 2}",38,old age,"[""Democracy""]","{""poor"": 0.6817, ""middle"": 0.2276, ""wealthy"": 0.0857, ""aristocrat"": 0.005}",13,"[[""cloth"", ""fish"", ""gems"", ""horses"", ""salt""]]","[[""glass"", ""mercenaries""]]",Ruler CAL-353,professional guard,guilds,Halfling,Chauntea,104596,622107818,282.23,85.4,37.9,0,0,synthetic generator v3,derived,0.82,2728229,3,10.4,17.84263,-50.35954
Baldurs Gate Settlement 0068,Baldurs Gate,Baldur's Gate,744,7077016,294933,"{""humans"": 604, ""elves"": 38, ""dwarves"": 48, ""halflings"": 43, ""half-orcs"": 9, ""misc."": 2}",47,famine,"[""Magocracy""]","{""poor"": 0.5041, ""middle"": 0.2005, ""wealthy"": 0.0745, ""aristocrat"": 0.2209}",0,"[[""books"", ""cloth"", ""timber""]]","[[""coal"", ""glass"", ""jewelry"", ""parchment"", ""spices""]]",Ruler BAL-790,small militia,guilds,"Elvish, Halfling",Chauntea,88949,460120908,263.0,57.1,55.6,10,0,synthetic generator v3,synthetic,0.49,6160575,-2,35.0,31.48599,-33.84828
Amn Settlement 0069,Amn,Athkatla,631,2329287,106252,"{""humans"": 485, ""elves"": 24, ""dwarves"": 51, ""halflings"": 35, ""half-orcs"": 33, ""misc."": 3}",107,monster attack,"[""Patriarchy""]","{""poor"": 0.536, ""middle"": 0.3798, ""wealthy"": 0.0409, ""aristocrat"": 0.0433}",9,"[[""salt"", ""wine""]]","[[""parchment""]]",Ruler AMN-703,professional guard,guilds,"Common, Halfling",Mystra,135123,611983508,548.34,73.3,60.2,0,0,synthetic generator v3,synthetic,0.58,2313130,1,7.2,21.60873,-37.82357
Calimshan Settlement 0070,Calimshan,Memnon,1451,4061030,187925,"{""humans"": 1093, ""elves"": 76, ""dwarves"": 61, ""halflings"": 147, ""half-orcs"": 72, ""misc."": 2}",129,monster attack,"[""Satrapy""]","{""poor"": 0.6417, ""middle"": 0.288, ""wealthy"": 0.0433, ""aristocrat"": 0.027}",2,"[[""books"", ""fish""]]","[[""spices""]]",Ruler CAL-63,mercenary heavy,local academy,Dwarvish,Selune,104596,622107818,277.06,79.9,15.8,2,0,synthetic generator v3,synthetic,0.64,4841007,1,8.6,9.851,-62.54462
Baldurs Gate Settlement 0071,Baldurs Gate,Baldur's Gate,972,3206870,174591,"{""humans"": 747, ""elves"": 42, ""dwarves"": 97, ""halflings"": 30, ""half-orcs"": 54, ""misc."": 2}",140,war,"[""Merchant Council""]","{""poor"": 0.5881, ""middle"": 0.295, ""wealthy"": 0.0863, ""aristocrat"": 0.0306}",2,"[[""gems""]]","[[""glass"", ""magic items"", ""mercenaries""]]",Ruler BAL-998,mercenary heavy,local academy,"Elvish, Halfling",Torm,88949,460120908,143.02,55.0,45.4,8,0,synthetic generator v3,synthetic,0.35,3962843,-2,29.6,22.04955,-10.39467
Baldurs Gate Settlement 0072,Baldurs Gate,Baldur's Gate,530,4365367,179081,"{""humans"": 418, ""elves"": 34, ""dwarves"": 40, ""halflings"": 15, ""half-orcs"": 20, ""misc."": 3}",46,crime,"[""Confederacy""]","{""poor"": 0.5441, ""middle"": 0.2368, ""wealthy"": 0.0248, ""aristocrat"": 0.1943}",0,"[[""books"", ""fish"", ""timber"", ""weapons""]]","[[""coal"", ""glass"", ""parchment"", ""silk"", ""spices""]]",Ruler BAL-391,small militia,guilds,Elvish,Tempus,88949,460120908,29.35,51.4,50.9,8,0,synthetic generator v3,derived,0.68,5592795,-1,28.0,28.81292,-20.75229
Sembia Settlement 0073,Sembia,Selgaunt,304,765374,17348,"{""humans"": 224, ""elves"": 22, ""dwarves"": 28, ""halflings"": 20, ""half-orcs"": 8, ""misc."": 2}",156,disease,"[""Monarchy""]","{""poor"": 0.5251, ""middle"": 0.3811, ""wealthy"": 0.0889, ""aristocrat"": 0.0049}",16,"[[""armor"", ""cloth"", ""horses"", ""weapons""]]","[[""jewelry"", ""magic items"", ""parchment"", ""spices""]]",Ruler SEM-234,professional guard,local academy,"Dwarvish, Orc","Lathander, Mystra",115850,569433233,516.22,58.2,65.3,5,0,synthetic generator v3,synthetic,0.35,936767,0,30.3,36.95771,29.75817
Tethyr Settlement 0074,Tethyr,Darromar,525,1055336,87814,"{""humans"": 413, ""elves"": 23, ""dwarves"": 27, ""halflings"": 48, ""half-orcs"": 12, ""misc."": 2}",102,old age,"[""Patriarchy""]","{""poor"": 0.6043, ""middle"": 0.3474, ""wealthy"": 0.0435, ""aristocrat"": 0.0048}",14,"[[""books"", ""fish"", ""gems"", ""grain"", ""weapons""]]","[[""glass"", ""jewelry""]]",Ruler TET-998,professional guard,arcanum,"Dwarvish, Halfling","Selune, Torm",94697,355319062,343.25,60.6,46.1,10,0,synthetic generator v3,synthetic,0.42,1342282,3,46.2,4.26285,-31.62587
Baldur's Gate,Baldurs Gate,Baldur's Gate,1197,11552385,505372,"{""humans"": 931, ""elves"": 79, ""dwarves"": 81, ""halflings"": 51, ""half-orcs"": 53, ""misc."": 2}",143,disease,"[""Magocracy""]","{""poor"": 0.4795, ""middle"": 0.2247, ""wealthy"": 0.0718, ""aristocrat"": 0.224}",0,"[[""salt"", ""timber""]]","[[""coal"", ""jewelry"", ""mercenaries""]]",Ruler BAL-75,professional guard,arcanum,"Common, Draconic, Dwarvish","Lathander, Mystra",88949,460120908,21.59,59.2,65.8,1,0,synthetic generator v3,canonical,0.9,13297299,-1,3.5,18.59364,-17.90069
Tethyr Settlement 0076,Tethyr,Darromar,16836,37412841,1511604,"{""humans"": 13495, ""elves"": 1116, ""dwarves"": 835, ""halflings"": 1144, ""half-orcs"": 245, ""misc."": 1}",69,disease,"[""Monarchy""]","{""poor"": 0.5743, ""middle"": 0.3542, ""wealthy"": 0.0666, ""aristocrat"": 0.0049}",6,"[[""armor"", ""timber""]]","[[""coal"", ""glass"", ""jewelry"", ""ore""]]",Ruler TET-97,mercenary heavy,guilds,"Draconic, Dwarvish","Chauntea, Selune, Tyr",94697,355319062,250.06,68.1,49.2,8,0,synthetic generator v3,synthetic,0.58,49446073,-2,32.8,6.88221,-16.3807
Baldurs Gate Settlement 0077,Baldurs Gate,Baldur's Gate,2358,4822473,107803,"{""humans"": 1882, ""elves"": 87, ""dwarves"": 179, ""halflings"": 169, ""half-orcs"": 38, ""misc."": 3}",93,crime,"[""Magocracy""]","{""poor"": 0.6182, ""middle"": 0.3449, ""wealthy"": 0.032, ""aristocrat"": 0.0049}",4,"[[""cloth"", ""fish"", ""gems"", ""grain"", ""weapons""]]","[[""jewelry"", ""mercenaries"", ""ore"", ""spices""]]",Ruler BAL-365,small militia,None,"Common, Halfling","Mystra, Tempus",88949,460120908,172.5,58.5,51.9,7,0,synthetic generator v3,synthetic,0.54,5298733,1,27.7,36.40983,-7.05776
Tethyr Settlement 0078,Tethyr,Darromar,1386,2918782,134317,"{""humans"": 1053, ""elves"": 88, ""dwarves"": 68, ""halflings"": 102, ""half-orcs"": 73, ""misc."": 2}",93,arcane mishap,"[""Dictatorship""]","{""poor"": 0.6335, ""middle"": 0.2917, ""wealthy"": 0.0702, ""aristocrat"": 0.0046}",17,"[[""armor"", ""horses"", ""salt"", ""timber"", ""weapons""]]","[[""jewelry"", ""mercenaries"", ""parchment"", ""spices""]]",Ruler TET-469,small militia,guilds,"Common, Draconic, Orc","Chauntea, Lathander, Selune",94697,355319062,391.78,71.5,61.7,2,0,synthetic generator v3,derived,0.72,3505638,1,20.6,5.25725,-52.78646
Sembia Settlement 0079,Sembia,Selgaunt,1249,10494320,561546,"{""humans"": 966, ""elves"": 74, ""dwarves"": 87, ""halflings"": 70, ""half-orcs"": 50, ""misc."": 2}",100,disease,"[""Patriarchy""]","{""poor"": 0.4639, ""middle"": 0.261, ""wealthy"": 0.0801, ""aristocrat"": 0.195}",14,"[[""gems"", ""grain"", ""timber"", ""wine""]]","[[""glass"", ""jewelry"", ""ore"", ""silk""]]",Ruler SEM-365,naval patrol,guilds,"Common, Dwarvish, Elvish","Chauntea, Tyr",115850,569433233,62.24,52.6,46.2,5,0,synthetic generator v3,derived,0.84,9702111,0,28.7,24.56949,52.2584
Amn Settlement 0080,Amn,Athkatla,6781,28775501,2645074,"{""humans"": 5289, ""elves"": 396, ""dwarves"": 592, ""halflings"": 339, ""half-orcs"": 163, ""misc."": 2}",122,famine,"[""Patriarchy""]","{""poor"": 0.5454, ""middle"": 0.3599, ""wealthy"": 0.0325, ""aristocrat"": 0.0622}",11,"[[""armor""]]","[[""coal"", ""jewelry""]]",Ruler AMN-826,small militia,arcanum,Dwarvish,"Selune, Torm",135123,611983508,35.52,63.5,88.6,9,0,synthetic generator v3,derived,0.61,38381302,-1,40.3,23.27486,-36.18149
Calimshan Settlement 0081,Calimshan,Memnon,1995,18011740,366603,"{""humans"": 1490, ""elves"": 161, ""dwarves"": 129, ""halflings"": 124, ""half-orcs"": 88, ""misc."": 3}",42,old age,"[""Monarchy""]","{""poor"": 0.4553, ""middle"": 0.3122, ""wealthy"": 0.022, ""aristocrat"": 0.2105}",0,"[[""armor"", ""books"", ""cloth"", ""grain"", ""timber""]]","[[""coal"", ""jewelry"", ""ore"", ""parchment""]]",Ruler CAL-72,naval patrol,None,"Dwarvish, Elvish",Tempus,104596,622107818,402.4,76.7,33.3,10,0,synthetic generator v3,derived,0.65,17717670,1,35.0,8.75561,-62.01851
Calimshan Settlement 0082,Calimshan,Memnon,757,3143951,184919,"{""humans"": 611, ""elves"": 37, ""dwarves"": 22, ""halflings"": 50, ""half-orcs"": 34, ""misc."": 3}",145,old age,"[""Satrapy""]","{""poor"": 0.6333, ""middle"": 0.2437, ""wealthy"": 0.0577, ""aristocrat"": 0.0653}",0,"[[""armor"", ""cloth""]]","[[""mercenaries"", ""ore""]]",Ruler CAL-335,professional guard,local academy,"Halfling, Orc","Mystra, Selune",104596,622107818,45.86,85.6,26.2,7,0,synthetic generator v3,synthetic,0.64,3258692,0,24.5,21.99994,-63.64921
Amn Settlement 0083,Amn,Athkatla,2509,13797334,799738,"{""humans"": 1826, ""elves"": 225, ""dwarves"": 216, ""halflings"": 194, ""half-orcs"": 47, ""misc."": 1}",95,war,"[""Monarchy""]","{""poor"": 0.5221, ""middle"": 0.3289, ""wealthy"": 0.0559, ""aristocrat"": 0.0931}",14,"[[""books"", ""grain"", ""weapons"", ""wine""]]","[[""glass"", ""magic items"", ""spices""]]",Ruler AMN-634,naval patrol,guilds,"Common, Dwarvish, Orc",Lathander,135123,611983508,235.79,61.0,74.0,1,0,synthetic generator v3,synthetic,0.42,13297635,1,14.7,26.28164,-27.12247
Amn Settlement 0084,Amn,Athkatla,2136,14017340,449980,"{""humans"": 1776, ""elves"": 52, ""dwarves"": 153, ""halflings"": 52, ""half-orcs"": 100, ""misc."": 3}",25,arcane mishap,"[""Magocracy""]","{""poor"": 0.5319, ""middle"": 0.2697, ""wealthy"": 0.0773, ""aristocrat"": 0.1211}",18,"[[""cloth"", ""timber""]]","[[""jewelry"", ""silk""]]",Ruler AMN-175,naval patrol,None,"Draconic, Elvish, Orc",Mystra,135123,611983508,79.82,66.2,82.9,5,1,synthetic generator v3,synthetic,0.7,13812802,0,32.8,23.32824,-17.64025
Amn Settlement 0085,Amn,Athkatla,3014,8226763,330109,"{""humans"": 2164, ""elves"": 323, ""dwarves"": 276, ""halflings"": 166, ""half-orcs"": 83, ""misc."": 2}",148,famine,"[""Merchant Council""]","{""poor"": 0.5457, ""middle"": 0.3575, ""wealthy"": 0.0921, ""aristocrat"": 0.0047}",1,"[[""fish"", ""weapons""]]","[[""coal"", ""jewelry"", ""ore"", ""silk""]]",Ruler AMN-702,professional guard,local academy,"Common, Elvish","Chauntea, Mystra, Tyr",135123,611983508,57.55,62.2,85.4,9,0,synthetic generator v3,synthetic,0.62,6739987,-2,32.3,18.52148,-36.3114
Calimshan Settlement 0086,Calimshan,Memnon,436,1471561,62243,"{""humans"": 352, ""elves"": 9, ""dwarves"": 34, ""halflings"": 23, ""half-orcs"": 15, ""misc."": 3}",61,old age,"[""Patriarchy""]","{""poor"": 0.6707, ""middle"": 0.2507, ""wealthy"": 0.0286, ""aristocrat"": 0.05}",6,"[[""horses"", ""salt""]]","[[""silk""]]",Ruler CAL-820,mercenary heavy,None,"Draconic, Dwarvish, Orc",Chauntea,104596,622107818,215.83,74.6,13.8,2,0,synthetic generator v3,derived,0.8,1645253,1,11.8,17.39304,-34.84308
